OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
00144300,GALLAUDET UNIVERSITY,DC,200023695,Private-Nonprofit,47,54,469052,91,469052,
00144400,GEORGE WASHINGTON UNIVERSITY,DC,200522353,Private-Nonprofit,705,818,15918426,1429,15918426,
00144500,GEORGETOWN UNIVERSITY,DC,200571252,Private-Nonprofit,382,391,11761536,779,11761536,
00144800,HOWARD UNIVERSITY,DC,200590001,Private-Nonprofit,1869,1929,45380021,4255,45380021,
00145900,STRAYER UNIVERSITY,DC,200052603,Proprietary,198,214,1578184,509,1578184,
00146000,TRINITY COLLEGE,DC,200171004,Private-Nonprofit,109,136,968629,199,968629,
00146400,WESLEY THEOLOGICAL SEMINARY,DC,200165690,Private-Nonprofit,0,0,0,0,0,
00146600,BARRY UNIVERSITY,FL,331616628,Private-Nonprofit,361,477,4298858,719,4298858,
00146700,BETHUNE COOKMAN UNIVERSITY,FL,321143099,Private-Nonprofit,923,1029,10583098,2076,10571598,
00146800,SAINT THOMAS UNIVERSITY,FL,330540000,Private-Nonprofit,105,138,1187715,226,1187715,
00146900,FLORIDA INSTITUTE OF TECHNOLOGY,FL,329016988,Private-Nonprofit,519,627,11157297,1252,11157297,
00147000,EASTERN FLORIDA STATE COLLEGE,FL,329226503,Public,10,10,60291,17,60291,
00147100,COLLEGE OF CENTRAL FLORIDA,FL,344744415,Public,6,6,37240,9,37240,
00147500,DAYTONA STATE COLLEGE,FL,321142800,Public,53,60,331997,110,331997,
00147700,FLORIDA SOUTHWESTERN STATE COLLEGE,FL,339195566,Public,26,27,280637,50,280637,
00147800,EDWARD WATERS COLLEGE,FL,322096199,Private-Nonprofit,95,95,610467,203,610467,
00147900,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,FL,321143900,Private-Nonprofit,1345,2266,41325062,3402,41325062,
00148000,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FL,323073100,Public,1247,1477,12579124,2896,12579124,
00148100,FLORIDA ATLANTIC UNIVERSITY,FL,334316498,Public,685,851,7583054,1332,7583054,
00148200,FLORIDA COLLEGE,FL,336175578,Private-Nonprofit,125,131,1548954,230,1548954,
00148400,FLORIDA STATE COLLEGE AT JACKSONVILLE,FL,322024030,Public,11,12,84513,26,84513,
00148500,FLORIDA KEYS COMMUNITY COLLEGE,FL,330404397,Public,19,23,239350,45,239350,
00148600,FLORIDA MEMORIAL UNIVERSITY,FL,330546199,Private-Nonprofit,158,158,1484135,331,1484135,
00148700,ECKERD COLLEGE,FL,337114744,Private-Nonprofit,248,251,4978922,475,4978922,
00148800,FLORIDA SOUTHERN COLLEGE,FL,338015698,Private-Nonprofit,410,450,6548329,787,6548329,
00148900,FLORIDA STATE UNIVERSITY,FL,323061470,Public,1111,1270,12915915,2078,12915915,
00149000,GULF COAST STATE COLLEGE,FL,324011058,Public,6,6,51988,12,51988,
00149300,INDIAN RIVER STATE COLLEGE,FL,349815596,Public,8,8,45500,14,45500,
00149500,JACKSONVILLE UNIVERSITY,FL,322113394,Private-Nonprofit,254,269,4705988,465,4705988,
00149700,JONES COLLEGE,FL,322055395,Private-Nonprofit,1,1,4115,1,4115,
00149900,EVEREST UNIVERSITY,FL,336145801,Private-Nonprofit,98,117,451182,260,451182,
00150000,BROWARD COLLEGE,FL,333012298,Public,20,20,143625,35,143625,
00150100,FLORIDA GATEWAY COLLEGE,FL,320252007,Public,3,3,15500,7,15500,
00150200,LAKE SUMTER STATE COLLEGE,FL,347888751,Public,1,1,4443,1,4443,
00150400,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA",FL,342073596,Public,20,20,142185,36,142185,
00150500,LYNN UNIVERSITY,FL,334315598,Private-Nonprofit,264,291,6915160,505,6915160,
00150600,MIAMI DADE COLLEGE,FL,331322297,Public,11,11,105200,21,105200,
00150900,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FL,333147796,Private-Nonprofit,475,622,8600160,992,8600160,
00151000,NORTHWEST FLORIDA STATE COLLEGE,FL,325781295,Public,0,0,0,0,0,
00151200,PALM BEACH STATE COLLEGE,FL,334614796,Public,29,33,205031,62,205031,
00151300,PENSACOLA STATE COLLEGE,FL,325048998,Public,6,6,38984,11,38984,
00151400,POLK STATE COLLEGE,FL,338814256,Public,11,11,93073,16,93073,
00151500,ROLLINS COLLEGE,FL,327894499,Private-Nonprofit,204,216,4533516,398,4533516,
00151900,SANTA FE COLLEGE,FL,326066200,Public,47,51,311656,106,311656,
00152000,SEMINOLE STATE COLLEGE OF FLORIDA,FL,327736199,Public,15,15,76905,27,76905,
00152100,SOUTHEASTERN UNIVERSITY,FL,338016099,Private-Nonprofit,693,770,8596475,1383,8596475,
00152200,SOUTH FLORIDA STATE COLLEGE,FL,338259399,Public,4,4,12700,7,12700,
00152300,SAINT JOHNS RIVER STATE COLLEGE,FL,321773897,Public,5,5,35364,9,35364,
00152600,SAINT LEO UNIVERSITY,FL,335746665,Private-Nonprofit,403,423,5354409,838,5354409,
00152800,ST. PETERSBURG COLLEGE,FL,337603768,Public,17,17,104224,32,104224,
00153100,STETSON UNIVERSITY,FL,327233761,Private-Nonprofit,416,452,7950247,796,7950247,
00153300,TALLAHASSEE COMMUNITY COLLEGE,FL,323042895,Public,101,102,477775,185,477775,
00153500,UNIVERSITY OF FLORIDA,FL,326113150,Public,1471,1849,17434244,3016,17434244,
00153600,UNIVERSITY OF MIAMI,FL,331466531,Private-Nonprofit,610,699,14774554,1211,14774554,
00153700,UNIVERSITY OF SOUTH FLORIDA,FL,336206960,Public,1547,1854,16519635,2884,16519635,
00153800,UNIVERSITY OF TAMPA (THE),FL,336061490,Private-Nonprofit,1225,1342,22719169,2294,22719169,
00154000,WEBBER INTERNATIONAL UNIVERSITY,FL,338270096,Private-Nonprofit,296,305,3305192,555,3305192,
00154100,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,GA,317932601,Public,156,186,865450,354,865450,
00154200,AGNES SCOTT COLLEGE,GA,300303770,Private-Nonprofit,162,172,2289175,333,2289175,
00154400,ALBANY STATE UNIVERSITY,GA,317052796,Public,691,806,5500446,1531,5500446,
00154500,ANDREW COLLEGE,GA,398401395,Private-Nonprofit,87,107,649747,200,649747,
00154600,ARMSTRONG STATE UNIVERSITY,GA,314191997,Public,445,524,4703666,866,4703666,
00154700,POINT UNIVERSITY,GA,318331200,Private-Nonprofit,160,163,1895259,290,1895259,
00155400,BERRY COLLEGE,GA,301495007,Private-Nonprofit,250,257,3961808,482,3961808,
00155500,THOMAS UNIVERSITY,GA,317927499,Private-Nonprofit,32,32,240394,56,240394,
00155600,BRENAU UNIVERSITY,GA,305013668,Private-Nonprofit,119,122,1319820,229,1319820,
00155700,BREWTON PARKER COLLEGE,GA,304450000,Private-Nonprofit,51,59,441039,113,441039,
00155800,COLLEGE OF COASTAL GEORGIA,GA,315203644,Public,94,103,575939,192,575939,
00155900,CLARK ATLANTA UNIVERSITY,GA,303144385,Private-Nonprofit,1358,1421,29122010,2713,29122010,
00156000,COLUMBIA THEOLOGICAL SEMINARY,GA,300310520,Private-Nonprofit,0,0,0,0,0,
00156100,COLUMBUS STATE UNIVERSITY,GA,319075645,Public,380,463,3318538,754,3318538,
00156300,EMMANUEL COLLEGE,GA,306390000,Private-Nonprofit,208,222,2261789,532,2261789,
00156400,EMORY UNIVERSITY,GA,303221960,Private-Nonprofit,301,358,7747198,623,7747198,
00156600,FORT VALLEY STATE UNIVERSITY,GA,310303298,Public,569,593,5027518,1192,5027518,
00156800,INTERDENOMINATIONAL THEOLOGICAL CENTER,GA,303144143,Private-Nonprofit,0,0,0,0,0,
00156900,GEORGIA INSTITUTE OF TECHNOLOGY,GA,303320325,Public,1346,1953,26210758,2761,26210758,
00157100,GEORGIA MILITARY COLLEGE,GA,310613398,Public,110,120,547089,286,547089,
00157200,GEORGIA SOUTHERN UNIVERSITY,GA,304608065,Public,1868,2318,16221174,3794,16221174,
00157300,GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,317094693,Public,143,172,936212,276,936212,
00157400,GEORGIA STATE UNIVERSITY,GA,303033010,Public,1863,2119,17482722,3486,17482722,
00157500,GORDON STATE COLLEGE,GA,302041762,Public,190,198,1061929,354,1061929,
00157700,KENNESAW STATE UNIVERSITY,GA,301445591,Public,1335,1484,17076894,2613,17076894,
00157800,LAGRANGE COLLEGE,GA,302402999,Private-Nonprofit,133,142,1555193,253,1555193,
00157900,AUGUSTA UNIVERSITY,GA,309120004,Public,155,171,1199076,283,1199076,
00158000,MERCER UNIVERSITY,GA,312070001,Private-Nonprofit,326,394,3956798,662,3956798,
00158100,MIDDLE GEORGIA STATE UNIVERSITY,GA,312065145,Public,601,667,5176668,1267,5176668,
00158200,MOREHOUSE COLLEGE,GA,303143773,Private-Nonprofit,843,925,23710466,1790,23710466,
00158500,UNIVERSITY OF NORTH GEORGIA,GA,305970001,Public,384,396,2734266,709,2734266,
00158600,OGLETHORPE UNIVERSITY,GA,303192737,Private-Nonprofit,124,129,1881963,242,1881963,
00158700,PAINE COLLEGE,GA,309013182,Private-Nonprofit,118,124,1013543,233,1013543,
00158800,PIEDMONT COLLEGE,GA,305355644,Private-Nonprofit,156,157,1532404,286,1532404,
00158900,REINHARDT UNIVERSITY,GA,301832900,Private-Nonprofit,164,165,1971110,322,1971110,
00159000,SAVANNAH STATE UNIVERSITY,GA,314045298,Public,1122,1230,10283753,2359,10283753,
00159100,SHORTER UNIVERSITY,GA,301654298,Private-Nonprofit,203,211,2129523,381,2129523,
00159200,SOUTH GEORGIA STATE COLLEGE,GA,315338104,Public,181,192,923680,357,923680,
00159400,SPELMAN COLLEGE,GA,303144399,Private-Nonprofit,902,973,27114059,1887,27114059,
00159600,TOCCOA FALLS COLLEGE,GA,305980001,Private-Nonprofit,151,157,1293833,277,1293833,
00159700,TRUETT MCCONNELL UNIVERSITY,GA,305281264,Private-Nonprofit,91,95,808966,176,808966,
00159800,UNIVERSITY OF GEORGIA,GA,306024212,Public,2917,3253,31954714,5598,31954714,
00159900,VALDOSTA STATE UNIVERSITY,GA,316980001,Public,1422,1541,14306732,2616,14306732,
00160000,WESLEYAN COLLEGE,GA,312104462,Private-Nonprofit,48,57,432392,99,432392,
00160100,UNIVERSITY OF WEST GEORGIA,GA,301180002,Public,1647,1875,16255812,3088,16255812,
00160200,GEORGIA COLLEGE & STATE UNIVERSITY,GA,310610490,Public,449,517,5345100,840,5345100,
00160400,YOUNG HARRIS COLLEGE,GA,305824137,Private-Nonprofit,188,205,2037548,357,2037548,
00160500,CHAMINADE UNIVERSITY OF HONOLULU,HI,968161578,Private-Nonprofit,198,201,2862298,375,2862298,
00160600,BRIGHAM YOUNG UNIVERSITY - HAWAII,HI,967621294,Private-Nonprofit,14,18,74034,25,74034,
00161000,UNIVERSITY OF HAWAII AT MANOA,HI,968222399,Public,1775,1920,29940638,3486,29940638,
00161100,UNIVERSITY OF HAWAII AT HILO,HI,967204091,Public,75,84,962995,135,962995,
00161200,HONOLULU COMMUNITY COLLEGE,HI,968174598,Public,3,3,21396,6,21396,
00161300,KAPIOLANI COMMUNITY COLLEGE,HI,968164421,Public,8,8,63634,14,63634,
00161400,KAUAI COMMUNITY COLLEGE,HI,967669591,Public,0,0,0,0,0,
00161500,UNIVERSITY OF HAWAII MAUI COLLEGE,HI,967321644,Public,3,3,14744,5,14744,
00161600,BOISE STATE UNIVERSITY,ID,837251000,Public,475,507,6624055,887,6624055,
00161700,COLLEGE OF IDAHO (THE),ID,836054432,Private-Nonprofit,92,96,1043889,188,1043889,
00161900,COLLEGE OF SOUTHERN IDAHO,ID,833033398,Public,10,10,66761,19,66761,
00162000,IDAHO STATE UNIVERSITY,ID,832095377,Public,123,126,1298916,245,1298916,
00162100,LEWIS-CLARK STATE COLLEGE,ID,835012698,Public,58,58,384249,110,384249,
00162300,NORTH IDAHO COLLEGE,ID,838142199,Public,20,20,110128,36,110128,
00162400,NORTHWEST NAZARENE UNIVERSITY,ID,836865897,Private-Nonprofit,124,124,1304721,258,1304721,
00162500,BRIGHAM YOUNG UNIVERSITY - IDAHO,ID,834601650,Private-Nonprofit,53,54,257424,99,257424,
00162600,UNIVERSITY OF IDAHO,ID,838444291,Public,877,898,9843369,1706,9843369,
00162800,AMERICAN ACADEMY OF ART,IL,606044302,Proprietary,93,96,1813700,184,1813700,
00163200,AQUINAS INSTITUTE OF THEOLOGY,MO,631083323,Private-Nonprofit,0,0,0,0,0,
00163300,AUGUSTANA COLLEGE,IL,612012296,Private-Nonprofit,445,473,5711431,1318,5711431,
00163400,AURORA UNIVERSITY,IL,605064892,Private-Nonprofit,365,371,3635925,699,3635925,
00163600,SOUTHWESTERN ILLINOIS COLLEGE,IL,622215899,Public,17,18,54865,33,54865,
00163700,BETHANY THEOLOGICAL SEMINARY,IN,473744019,Private-Nonprofit,0,0,0,0,0,
00163800,BLACK HAWK COLLEGE,IL,612655899,Public,14,15,101361,30,101361,
00163900,BLACKBURN UNIVERSITY,IL,626261498,Private-Nonprofit,59,63,388832,117,388832,
00164000,PRAIRIE STATE COLLEGE,IL,604118226,Public,0,0,0,0,0,
00164100,BRADLEY UNIVERSITY,IL,616250002,Private-Nonprofit,744,799,13483562,1446,13483562,
00164300,SPOON RIVER COLLEGE,IL,615208907,Public,6,6,27925,9,27925,
00164800,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,IL,606405691,Public,0,0,0,0,0,
00164900,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO,IL,606521299,Public,0,0,0,0,0,
00165000,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,IL,606123197,Public,0,0,0,0,0,
00165200,HAROLD WASHINGTON COLLEGE,IL,606012403,Public,0,0,0,0,0,
00165400,CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE,IL,606213798,Public,6,7,130034,15,130034,
00165500,WILBUR WRIGHT COLLEGE,IL,606341591,Public,0,0,0,0,0,
00165700,MIDWESTERN UNIVERSITY,IL,605151200,Private-Nonprofit,0,0,0,0,0,
00165900,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,IL,600643095,Private-Nonprofit,0,0,0,0,0,
00166100,CHICAGO THEOLOGICAL SEMINARY,IL,606372902,Private-Nonprofit,0,0,0,0,0,
00166300,SPERTUS COLLEGE OF JUDAICA,IL,606051995,Private-Nonprofit,0,0,0,0,0,
00166400,UNIVERSITY OF ST. FRANCIS,IL,604356188,Private-Nonprofit,307,321,3383663,577,3383663,
00166500,COLUMBIA COLLEGE CHICAGO,IL,606051996,Private-Nonprofit,2163,2599,45721776,4524,45721776,
00166600,CONCORDIA UNIVERSITY,IL,603051499,Private-Nonprofit,174,193,1860068,377,1860068,
00166900,DANVILLE AREA COMMUNITY COLLEGE,IL,618325199,Public,5,5,21110,9,21110,
00167100,DEPAUL UNIVERSITY,IL,606042287,Private-Nonprofit,3051,3558,62886952,9010,62886952,
00167400,EASTERN ILLINOIS UNIVERSITY,IL,619203099,Public,854,901,8492489,1666,8492489,
00167500,ELGIN COMMUNITY COLLEGE,IL,601237193,Public,9,10,36999,20,36999,
00167600,ELMHURST COLLEGE,IL,601263296,Private-Nonprofit,373,410,5078454,711,5078454,
00167800,EUREKA COLLEGE,IL,615309976,Private-Nonprofit,93,97,928717,166,928717,
00168100,HIGHLAND COMMUNITY COLLEGE,IL,610329341,Public,3,3,11200,6,11200,
00168200,GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,IL,602012926,Private-Nonprofit,0,0,0,0,0,
00168400,GREENVILLE UNIVERSITY,IL,622461199,Private-Nonprofit,216,217,2388649,401,2388649,
00168800,ILLINOIS COLLEGE,IL,626502299,Private-Nonprofit,174,194,1856022,342,1856022,
00168900,ILLINOIS COLLEGE OF OPTOMETRY,IL,606163878,Private-Nonprofit,0,0,0,0,0,
00169100,ILLINOIS INSTITUTE OF TECHNOLOGY,IL,606163717,Private-Nonprofit,300,345,5098925,646,5098925,
00169200,ILLINOIS STATE UNIVERSITY,IL,617901000,Public,2389,2697,34765316,4853,34765316,
00169300,NORTHEASTERN ILLINOIS UNIVERSITY,IL,606254699,Public,62,65,445799,114,445799,
00169400,CHICAGO STATE UNIVERSITY,IL,606281598,Public,142,156,1486963,273,1486963,
00169600,ILLINOIS WESLEYAN UNIVERSITY,IL,617022900,Private-Nonprofit,279,302,4779025,540,4779025,
00169800,JOHN MARSHALL LAW SCHOOL (THE),IL,606043968,Private-Nonprofit,0,0,0,0,0,
00169900,JOLIET JUNIOR COLLEGE,IL,604318938,Public,14,16,52137,29,52137,
00170000,JUDSON UNIVERSITY,IL,601231498,Private-Nonprofit,94,103,1082508,175,1082508,
00170300,KENDALL COLLEGE,IL,606224278,Proprietary,108,147,2409948,345,2409948,
00170400,KNOX COLLEGE,IL,614014999,Private-Nonprofit,146,156,2016518,429,2016518,
00170500,ILLINOIS VALLEY COMMUNITY COLLEGE,IL,613489692,Public,0,0,0,0,0,
00170600,LAKE FOREST COLLEGE,IL,600452399,Private-Nonprofit,224,243,3593591,442,3593591,
00170700,LEWIS UNIVERSITY,IL,604462200,Private-Nonprofit,609,724,9422489,1225,9422489,
00170800,LINCOLN CHRISTIAN UNIVERSITY,IL,626562167,Private-Nonprofit,36,36,329823,64,329823,
00170900,LINCOLN COLLEGE,IL,626561699,Private-Nonprofit,130,131,840345,237,840345,
00171000,LOYOLA UNIVERSITY CHICAGO,IL,606112196,Private-Nonprofit,2007,2599,46847460,4404,46847460,
00171200,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,IL,606155199,Private-Nonprofit,0,0,0,0,0,
00171600,MACCORMAC COLLEGE,IL,606024405,Private-Nonprofit,7,8,40550,15,40550,
00171700,MACMURRAY COLLEGE,IL,626502590,Private-Nonprofit,129,130,1274755,255,1274755,
00172100,MCCORMICK THEOLOGICAL SEMINARY,IL,606155108,Private-Nonprofit,0,0,0,0,0,
00172200,MCKENDREE UNIVERSITY,IL,622541299,Private-Nonprofit,338,367,3534671,691,3534671,
00172300,MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE,IL,606051602,Private-Nonprofit,0,0,0,0,0,
00172400,MILLIKIN UNIVERSITY,IL,625222084,Private-Nonprofit,364,373,4544420,745,4544420,
00172500,MONMOUTH COLLEGE,IL,614621963,Private-Nonprofit,329,347,3390304,667,3390304,
00172800,MORTON COLLEGE,IL,608044398,Public,0,0,0,0,0,
00173200,NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,601484583,Private-Nonprofit,2,2,35685,3,35685,
00173300,NATIONAL LOUIS UNIVERSITY,IL,606033032,Private-Nonprofit,27,32,336608,81,336608,
00173400,NORTH CENTRAL COLLEGE,IL,605404690,Private-Nonprofit,459,502,6437630,1330,6437630,
00173500,NORTH PARK UNIVERSITY,IL,606254895,Private-Nonprofit,310,366,3962766,714,3962766,
00173600,NORTHERN BAPTIST THEOLOGICAL SEMINARY,IL,605321348,Private-Nonprofit,0,0,0,0,0,
00173700,NORTHERN ILLINOIS UNIVERSITY,IL,601152854,Public,1767,1873,21548595,3533,21548595,
00173900,NORTHWESTERN UNIVERSITY,IL,602080001,Private-Nonprofit,262,294,6899653,754,6899653,
00174100,OLIVET NAZARENE UNIVERSITY,IL,609142271,Private-Nonprofit,500,509,6148671,964,6148671,
00174200,ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE,IL,624501099,Public,0,0,0,0,0,
00174500,QUINCY UNIVERSITY,IL,623012699,Private-Nonprofit,114,123,1301868,210,1301868,
00174600,ROBERT MORRIS UNIVERSITY ILLINOIS,IL,606051225,Private-Nonprofit,394,489,6381326,1291,6379993,
00174700,ROCK VALLEY COLLEGE,IL,611145699,Public,2,2,13442,6,13442,
00174800,ROCKFORD UNIVERSITY,IL,611082393,Private-Nonprofit,144,159,1861320,274,1861320,
00174900,ROOSEVELT UNIVERSITY,IL,606051394,Private-Nonprofit,454,495,7640558,999,7640558,
00175000,DOMINICAN UNIVERSITY,IL,603051066,Private-Nonprofit,293,364,3043999,671,3043999,
00175200,SAUK VALLEY COMMUNITY COLLEGE,IL,610219112,Public,1,1,7373,3,7373,
00175300,SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,606033013,Private-Nonprofit,391,526,9805335,859,9805335,
00175600,SHIMER COLLEGE,IL,606163893,Private-Nonprofit,7,7,116400,13,112300,
00175800,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,629010000,Public,1227,1489,12213098,2503,12213098,
00175900,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,620261060,Public,1791,2049,18691747,3545,18691747,
00176500,UNIVERSITY OF ST MARY OF THE LAKE/MUNDELEIN SEMINARY,IL,600601174,Private-Nonprofit,0,0,0,0,0,
00176700,BENEDICTINE UNIVERSITY,IL,605320900,Private-Nonprofit,411,489,5897490,831,5897490,
00176800,SAINT XAVIER UNIVERSITY,IL,606553199,Private-Nonprofit,352,355,3822778,655,3822778,
00177100,TRINITY CHRISTIAN COLLEGE,IL,604630929,Private-Nonprofit,129,136,1345065,255,1345065,
00177200,TRINITY INTERNATIONAL UNIVERSITY,IL,600151283,Private-Nonprofit,94,98,1205561,177,1205561,
00177300,TRITON COLLEGE,IL,601711995,Public,9,10,58841,18,58841,
00177400,UNIVERSITY OF CHICAGO (THE),IL,606371476,Private-Nonprofit,190,194,5139196,534,5139196,
00177500,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,IL,618205796,Public,4445,4838,73968627,8834,73968627,
00177600,UNIVERSITY OF ILLINOIS AT CHICAGO,IL,606124305,Public,1314,1492,18227074,2624,18227074,
00177800,VANDERCOOK COLLEGE OF MUSIC,IL,606163731,Private-Nonprofit,37,37,582503,72,582503,
00177900,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,IL,628632699,Public,2,2,15172,4,15172,
00178000,WESTERN ILLINOIS UNIVERSITY,IL,614551390,Public,962,1114,11256139,1863,11256139,
00178100,WHEATON COLLEGE,IL,601875535,Private-Nonprofit,182,202,3221887,353,3221887,
00178300,WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,600902646,Proprietary,11,12,112042,33,112042,
00178400,ANCILLA DOMINI COLLEGE,IN,465130001,Private-Nonprofit,75,75,665100,141,665100,
00178500,ANDERSON UNIVERSITY,IN,460123495,Private-Nonprofit,329,374,4137683,671,4137683,
00178600,BALL STATE UNIVERSITY,IN,473060880,Public,1945,2255,23921996,3863,23921996,
00178700,BETHEL COLLEGE,IN,465455591,Private-Nonprofit,173,175,2135820,323,2135820,
00178800,BUTLER UNIVERSITY,IN,462083487,Private-Nonprofit,518,566,10490004,1058,10490004,
00178900,CHRISTIAN THEOLOGICAL SEMINARY,IN,462083301,Private-Nonprofit,0,0,0,0,0,
00179200,DEPAUW UNIVERSITY,IN,461350037,Private-Nonprofit,247,275,4644477,510,4644477,
00179300,EARLHAM COLLEGE,IN,473744095,Private-Nonprofit,85,88,1070535,161,1070535,
00179500,UNIVERSITY OF EVANSVILLE,IN,477220002,Private-Nonprofit,334,392,4101427,710,4101427,
00179800,FRANKLIN COLLEGE OF INDIANA,IN,461312623,Private-Nonprofit,217,235,2926239,415,2926239,
00179900,GOSHEN COLLEGE,IN,465264794,Private-Nonprofit,43,51,509266,83,509266,
00180000,GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,465901224,Private-Nonprofit,184,190,1976598,346,1976598,
00180100,HANOVER COLLEGE,IN,472430108,Private-Nonprofit,274,311,3654548,550,3654548,
00180300,HUNTINGTON UNIVERSITY,IN,467501299,Private-Nonprofit,128,143,1536770,261,1536770,
00180400,UNIVERSITY OF INDIANAPOLIS,IN,462273697,Private-Nonprofit,559,614,7365837,1072,7365837,
00180500,INDIANA INSTITUTE OF TECHNOLOGY,IN,468031297,Private-Nonprofit,229,252,2793093,506,2793093,
00180700,INDIANA STATE UNIVERSITY,IN,478092501,Public,1393,1680,12086198,2833,12086198,
00180800,UNIVERSITY OF SOUTHERN INDIANA,IN,477123596,Public,459,473,3780520,888,3780520,
00180900,INDIANA UNIVERSITY - BLOOMINGTON,IN,474057000,Public,2175,2470,40450469,4404,40450469,
00181100,INDIANA UNIVERSITY - EAST,IN,473741289,Public,35,37,244041,72,244041,
00181300,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,IN,462022896,Public,1042,1207,10421151,1988,10421151,
00181400,INDIANA UNIVERSITY - KOKOMO,IN,469023557,Public,33,44,272901,71,272901,
00181500,INDIANA UNIVERSITY - NORTHWEST,IN,464081197,Public,78,94,539406,184,539406,
00181600,INDIANA UNIVERSITY - SOUTH BEND,IN,466347111,Public,107,131,686337,246,686337,
00181700,INDIANA UNIVERSITY SOUTHEAST,IN,471506405,Public,108,121,757541,208,757541,
00182000,MANCHESTER UNIVERSITY,IN,469621276,Private-Nonprofit,312,331,3588911,601,3588911,
00182100,MARIAN UNIVERSITY,IN,462221997,Private-Nonprofit,233,258,2734641,442,2734641,
00182200,INDIANA WESLEYAN UNIVERSITY,IN,469534974,Private-Nonprofit,499,517,6052731,1005,6052731,
00182300,ANABAPTIST MENNONITE BIBLICAL SEMINARY,IN,465171999,Private-Nonprofit,0,0,0,0,0,
00182400,OAKLAND CITY UNIVERSITY,IN,476601099,Private-Nonprofit,26,26,157379,48,157379,
