OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
00290300,YESHIVA UNIVERSITY,NY,100333201,Private-Nonprofit,198,218,2809426,390,2809426,
00290500,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,274110001,Public,1595,1886,18373885,3654,18373885,
00290600,Appalachian State University,NC,286080001,Public,3094,3490,31486193,6307,31486193,
00290700,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,NC,288048503,Public,190,190,2194759,356,2194759,
00290800,Barton College,NC,278933104,Private-Nonprofit,205,228,3148725,409,3148725,
00291000,BELMONT ABBEY COLLEGE,NC,280121802,Private-Nonprofit,328,345,4632244,613,4632244,
00291100,BENNETT COLLEGE,NC,274013239,Private-Nonprofit,127,136,1880175,255,1880175,
00291200,BREVARD COLLEGE,NC,287123306,Private-Nonprofit,158,173,2011921,326,2011921,
00291300,CAMPBELL UNIVERSITY,NC,275060036,Private-Nonprofit,889,993,16490572,1773,16490572,
00291400,CATAWBA COLLEGE,NC,281442488,Private-Nonprofit,210,226,2867325,397,2867325,
00291600,CHOWAN UNIVERSITY,NC,278551850,Private-Nonprofit,534,585,5484447,1114,5484447,
00291800,Davidson College,NC,280350000,Private-Nonprofit,136,149,3562229,271,3562229,
00291900,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,273600000,Public,0,0,0,0,0,
00292000,Duke University,NC,277080397,Private-Nonprofit,267,313,7305306,548,7305306,
00292300,EAST CAROLINA UNIVERSITY,NC,278581818,Public,1860,2110,24331300,3652,24331300,
00292600,Elizabeth City State University,NC,279097806,Public,117,134,920513,251,920513,
00292700,ELON UNIVERSITY,NC,272442010,Private-Nonprofit,484,556,11861350,991,11861350,
00292800,FAYETTEVILLE STATE UNIVERSITY,NC,283014298,Public,263,348,1447578,645,1447578,
00292900,GARDNER-WEBB UNIVERSITY,NC,280170000,Private-Nonprofit,373,399,5537287,714,5537287,
00293000,GREENSBORO COLLEGE,NC,274011875,Private-Nonprofit,199,209,2561123,373,2561123,
00293100,GUILFORD COLLEGE,NC,274104171,Private-Nonprofit,221,266,3170044,472,3170044,
00293300,HIGH POINT UNIVERSITY,NC,272682726,Private-Nonprofit,637,713,19209213,1230,19209213,
00293500,John Wesley University,NC,272653197,Private-Nonprofit,22,22,126860,41,126860,
00293600,JOHNSON C. SMITH UNIVERSITY,NC,282165398,Private-Nonprofit,364,375,5638119,790,5638119,
00293700,King's College,NC,282042435,Proprietary,125,195,1269115,344,1269115,
00293900,Lees-McRae College,NC,286040000,Private-Nonprofit,202,208,2122506,378,2122506,
00294100,LENOIR-RHYNE UNIVERSITY,NC,286013984,Private-Nonprofit,468,479,5397530,894,5397530,
00294200,LIVINGSTONE COLLEGE,NC,281445298,Private-Nonprofit,389,401,4656732,780,4656732,
00294300,Louisburg College,NC,275492398,Private-Nonprofit,223,234,2223299,446,2223299,
00294400,MARS HILL UNIVERSITY,NC,287540000,Private-Nonprofit,246,253,2255446,516,2255446,
00294500,MEREDITH COLLEGE,NC,276075298,Private-Nonprofit,347,437,6466528,724,6466528,
00294600,METHODIST UNIVERSITY,NC,283111420,Private-Nonprofit,412,466,6230252,799,6230252,
00294800,MONTREAT COLLEGE,NC,287571267,Private-Nonprofit,105,111,1104015,187,1104015,
00294900,University of Mount Olive,NC,283651299,Private-Nonprofit,148,164,1272047,290,1272047,
00295000,North Carolina Central University,NC,277073198,Public,1681,2129,15834200,4060,15834200,
00295100,North Carolina Wesleyan College,NC,278048699,Private-Nonprofit,280,293,2587467,1094,2587467,
00295300,WILLIAM PEACE UNIVERSITY,NC,276041194,Private-Nonprofit,323,329,4457118,620,4457118,
00295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,283721510,Public,554,651,4550410,1313,4550410,
00295500,PFEIFFER UNIVERSITY,NC,281090000,Private-Nonprofit,136,143,1808925,253,1808925,
00295600,PIEDMONT INTERNATIONAL UNIVERSITY,NC,271015025,Private-Nonprofit,10,10,65765,22,65765,
00295700,QUEENS UNIVERSITY OF CHARLOTTE,NC,282740001,Private-Nonprofit,227,231,3789358,427,3789358,
00296000,SALEM COLLEGE,NC,271015376,Private-Nonprofit,96,97,748029,178,748029,
00296200,SHAW UNIVERSITY,NC,276012393,Private-Nonprofit,523,572,5666763,1076,5666763,
00296800,Saint Augustine's University,NC,276102298,Private-Nonprofit,238,243,2697451,501,2697451,
00297200,North Carolina State University,NC,276957001,Public,1158,1283,14482636,2250,14482636,
00297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,275999100,Public,682,754,10125590,1438,10125590,
00297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,282230001,Public,1781,2012,20692478,3607,20692478,
00297600,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,NC,274120001,Public,1486,1803,14005706,2961,14005706,
00297800,Wake Forest University,NC,271097246,Private-Nonprofit,220,233,6355554,416,6355554,
00297900,Warren Wilson College,NC,287782099,Private-Nonprofit,89,96,1243956,159,1243956,
00298100,WESTERN CAROLINA UNIVERSITY,NC,287239731,Public,1934,2143,18079557,3749,18079557,
00298300,WILKES COMMUNITY COLLEGE,NC,286972100,Public,1,1,5000,3,5000,
00298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,284033297,Public,1384,1604,18750967,2789,18750967,
00298500,WINGATE UNIVERSITY,NC,281740159,Private-Nonprofit,395,406,4611104,771,4611104,
00298600,WINSTON-SALEM STATE UNIVERSITY,NC,271100001,Public,742,844,5747271,1625,5747271,
00298800,BISMARCK STATE COLLEGE,ND,585011299,Public,13,17,76504,29,76504,
00298900,DICKINSON STATE UNIVERSITY,ND,586014896,Public,22,22,136269,37,136269,
00299000,UNIVERSITY OF JAMESTOWN,ND,584053401,Private-Nonprofit,71,78,674964,139,674964,
00299100,LAKE REGION STATE COLLEGE,ND,583011598,Public,4,5,35449,9,35449,
00299200,UNIVERSITY OF MARY,ND,585049652,Private-Nonprofit,53,62,521231,102,521231,
00299300,MAYVILLE STATE UNIVERSITY,ND,582571299,Public,45,49,294167,78,294167,
00299400,MINOT STATE UNIVERSITY,ND,587070001,Public,21,27,127034,41,127034,
00299500,DAKOTA COLLEGE AT BOTTINEAU,ND,583181159,Public,28,30,120831,51,120831,
00299600,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,580760002,Public,71,86,554847,149,554847,
00299700,NORTH DAKOTA STATE UNIVERSITY - FARGO,ND,581020000,Public,266,309,2602168,526,2602168,
00300500,UNIVERSITY OF NORTH DAKOTA,ND,582028193,Public,251,305,3272021,499,3272021,
00300700,WILLISTON STATE COLLEGE,ND,588014464,Public,9,9,70035,18,70035,
00300800,VALLEY CITY STATE UNIVERSITY,ND,580720000,Public,14,16,95229,27,95229,
00301000,ANTIOCH UNIVERSITY,OH,453871608,Private-Nonprofit,2,2,45363,6,45363,
00301100,ART ACADEMY OF CINCINNATI,OH,452027106,Private-Nonprofit,72,72,1269683,143,1269683,
00301200,ASHLAND UNIVERSITY,OH,448053799,Private-Nonprofit,425,508,5083250,886,5083250,
00301400,Baldwin Wallace University,OH,440172088,Private-Nonprofit,685,741,9654716,1404,9654716,
00301600,BLUFFTON UNIVERSITY,OH,458172104,Private-Nonprofit,175,181,2373230,328,2373230,
00301800,BOWLING GREEN STATE UNIVERSITY,OH,434030001,Public,2808,3052,38782324,5639,38782324,
00302300,CAPITAL UNIVERSITY,OH,432092394,Private-Nonprofit,515,528,7166209,1032,7166209,
00302400,Case Western Reserve University,OH,441067049,Private-Nonprofit,482,571,9721195,994,9721195,
00302500,CEDARVILLE UNIVERSITY,OH,453148564,Private-Nonprofit,470,506,7649430,923,7649430,
00302600,CENTRAL STATE UNIVERSITY,OH,453841004,Public,456,468,3252605,888,3252605,
00302900,Cincinnati Christian University,OH,452043200,Private-Nonprofit,120,134,1345682,232,1345682,
00303000,OHIO CHRISTIAN UNIVERSITY,OH,431139487,Private-Nonprofit,91,102,933104,195,933104,
00303100,THE CLEVELAND INSTITUTE OF MUSIC,OH,441061776,Private-Nonprofit,40,40,905140,80,905140,
00303200,CLEVELAND STATE UNIVERSITY,OH,441152214,Public,700,786,7550998,1339,7550998,
00303300,Mount St. Joseph University,OH,452331670,Private-Nonprofit,212,250,2913554,453,2913554,
00303500,OHIO DOMINICAN UNIVERSITY,OH,432192099,Private-Nonprofit,195,198,2647429,366,2647429,
00303600,Franciscan University of Steubenville,OH,439521763,Private-Nonprofit,227,270,3541217,436,3541217,
00303700,COLLEGE OF WOOSTER (THE),OH,446912363,Private-Nonprofit,221,222,3974879,427,3974879,
00303900,COLUMBUS COLLEGE OF ART & DESIGN,OH,432151758,Private-Nonprofit,287,306,6071061,561,6071061,
00304000,CUYAHOGA COMMUNITY COLLEGE,OH,441152878,Public,16,16,32803,26,32803,
00304100,DEFIANCE COLLEGE,OH,435121695,Private-Nonprofit,132,151,1674360,259,1674360,
00304200,Denison University,OH,430231329,Private-Nonprofit,203,243,3995487,475,3995487,
00304500,University of Findlay,OH,458403695,Private-Nonprofit,422,497,6757018,882,6757018,
00304600,FRANKLIN UNIVERSITY,OH,432155399,Private-Nonprofit,25,28,263059,112,263059,
00304800,Heidelberg University,OH,448832462,Private-Nonprofit,251,286,3070734,513,3070734,
00304900,HIRAM COLLEGE,OH,442341808,Private-Nonprofit,206,220,2733987,400,2733987,
00305000,John Carroll University,OH,441184581,Private-Nonprofit,420,480,6624676,820,6624676,
00305100,KENT STATE UNIVERSITY,OH,442420001,Public,3601,4194,46682046,7152,46674046,
00306500,Kenyon College,OH,430229623,Private-Nonprofit,93,106,2460667,188,2460667,
00306600,Lake Erie College,OH,440773389,Private-Nonprofit,139,151,1514046,267,1514046,
00306800,Lorain County Community College,OH,440351691,Public,13,13,60362,39,60362,
00306900,Lourdes University,OH,435602898,Private-Nonprofit,191,226,2457297,445,2457297,
00307200,MALONE UNIVERSITY,OH,447093897,Private-Nonprofit,249,266,2799880,482,2799880,
00307300,MARIETTA COLLEGE,OH,457504033,Private-Nonprofit,159,159,2451226,303,2451226,
00307500,METHODIST THEOLOGICAL SCHOOL IN OHIO,OH,430153211,Private-Nonprofit,0,0,0,0,0,
00307700,Miami University,OH,450561831,Public,1383,1522,25883612,2876,25883612,
00307800,Wright State University,OH,454350002,Public,724,861,6288776,1675,6288776,
00308300,University of Mount Union,OH,446013993,Private-Nonprofit,477,516,6484367,935,6484367,
00308400,MUSKINGUM UNIVERSITY,OH,437621199,Private-Nonprofit,280,318,3653640,555,3653640,
00308500,NOTRE DAME COLLEGE OF OHIO,OH,441214293,Private-Nonprofit,309,323,4252436,606,4252436,
00308600,Oberlin College,OH,440741090,Private-Nonprofit,145,148,3076307,275,3076307,
00308900,Ohio Northern University,OH,458101555,Private-Nonprofit,331,360,4926678,646,4926678,
00309000,OHIO STATE UNIVERSITY,OH,432101358,Public,3719,4079,54064156,7732,54064156,
00310000,OHIO UNIVERSITY,OH,457012979,Public,2595,2995,41559958,6105,41559958,
00310900,OHIO WESLEYAN UNIVERSITY,OH,430152398,Private-Nonprofit,272,307,4541803,530,4541803,
00311000,Otterbein University,OH,430812006,Private-Nonprofit,422,457,7040776,846,7040776,
00311300,PONTIFICAL COLLEGE JOSEPHINUM,OH,432351498,Private-Nonprofit,2,2,20680,4,20680,
00311400,FIRELANDS REGIONAL MEDICAL CENTER,OH,448704788,Private-Nonprofit,0,0,0,0,0,
00311600,University of Rio Grande,OH,456743131,Private-Nonprofit,89,89,686600,183,686600,
00311900,SINCLAIR COMMUNITY COLLEGE,OH,454021460,Public,19,19,66484,36,66484,
00312100,TIFFIN UNIVERSITY,OH,448832161,Private-Nonprofit,271,296,3318586,573,3318586,
00312200,UNITED THEOLOGICAL SEMINARY,OH,454262308,Private-Nonprofit,0,0,0,0,0,
00312300,UNIVERSITY OF AKRON (THE),OH,443254702,Public,1817,1996,22454410,3490,22454410,
00312500,UNIVERSITY OF CINCINNATI,OH,452210125,Public,4180,4741,59147412,8616,59147412,
00312700,UNIVERSITY OF DAYTON,OH,454691668,Private-Nonprofit,801,863,15810426,1504,15810426,
00313100,UNIVERSITY OF TOLEDO,OH,436063390,Public,1595,1812,18607080,3241,18607080,
00313300,URBANA UNIVERSITY,OH,430782091,Private-Nonprofit,91,96,1119004,174,1119004,
00313400,Ursuline College,OH,441244398,Private-Nonprofit,68,82,883869,134,883869,
00313500,WALSH UNIVERSITY,OH,447203396,Private-Nonprofit,285,331,4011543,587,4011543,
00314100,Wilberforce University,OH,453841001,Private-Nonprofit,77,77,527457,146,527457,
00314200,WILMINGTON COLLEGE,OH,451772499,Private-Nonprofit,251,269,2921714,469,2921714,
00314300,Wittenberg University,OH,455012199,Private-Nonprofit,433,447,6336527,872,6336527,
00314400,XAVIER UNIVERSITY,OH,452071035,Private-Nonprofit,585,704,11187470,1277,11187470,
00314500,YOUNGSTOWN STATE UNIVERSITY,OH,445550001,Public,1058,1140,9239292,2157,9239292,
00314600,WESTERN OKLAHOMA STATE COLLEGE,OK,735211397,Public,1,1,596,2,596,
00314700,BACONE COLLEGE,OK,744031597,Private-Nonprofit,168,169,1621059,306,1621059,
00314900,SOUTHERN NAZARENE UNIVERSITY,OK,730082694,Private-Nonprofit,111,122,1275523,226,1275523,
00315000,CAMERON UNIVERSITY,OK,735056377,Public,19,20,138604,41,138604,
00315100,OKLAHOMA WESLEYAN UNIVERSITY,OK,740066299,Private-Nonprofit,258,270,4090560,490,4090560,
00315200,UNIVERSITY OF CENTRAL OKLAHOMA,OK,730345209,Public,385,437,4316854,727,4316854,
00315300,CONNORS STATE COLLEGE,OK,744692204,Public,33,33,205066,66,205066,
00315400,EAST CENTRAL UNIVERSITY,OK,748206999,Public,27,27,183475,54,183475,
00315500,EASTERN OKLAHOMA STATE COLLEGE,OK,745784999,Public,10,10,37646,19,37646,
00315600,REDLANDS COMMUNITY COLLEGE,OK,730365304,Public,4,5,13400,10,13400,
00315700,LANGSTON UNIVERSITY,OK,730500000,Public,270,277,2697152,524,2697152,
00315800,MURRAY STATE COLLEGE,OK,734603137,Public,48,51,393665,94,393665,
00316000,NORTHEASTERN OKLAHOMA A & M COLLEGE,OK,743546497,Public,17,17,111835,31,111835,
00316100,Northeastern State University,OK,744642399,Public,248,258,1681665,500,1681665,
00316200,Northern Oklahoma College,OK,746530310,Public,66,72,520157,135,520157,
00316300,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,OK,737172799,Public,52,53,302141,101,302141,
00316400,OKLAHOMA BAPTIST UNIVERSITY,OK,748012590,Private-Nonprofit,217,221,2595498,431,2595498,
00316500,OKLAHOMA CHRISTIAN UNIVERSITY,OK,730130000,Private-Nonprofit,251,273,3003792,497,3003792,
00316600,Oklahoma City University,OK,731061493,Private-Nonprofit,323,363,7465164,724,7465164,
00316700,University of Science & Arts of Oklahoma,OK,730185322,Public,32,43,261114,84,261114,
00316800,ROGERS STATE UNIVERSITY - CLAREMORE,OK,740173252,Public,88,111,634304,214,634304,
00317000,Oklahoma State University,OK,740781026,Public,2733,2997,45102341,5178,45102341,
00317200,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE,OK,744473901,Public,136,144,1652644,366,1652644,
00317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,OK,739390000,Public,45,52,347104,91,347104,
00317600,Carl Albert State College,OK,749535208,Public,0,0,0,0,0,
00317800,SEMINOLE STATE COLLEGE,OK,748180351,Public,8,8,50632,16,50632,
00317900,Southeastern Oklahoma State University,OK,747010609,Public,76,78,562623,153,562623,
00318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,OK,730082335,Private-Nonprofit,91,92,987430,162,987430,
00318100,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,730963098,Public,188,194,1513171,352,1513171,
00318300,Saint Gregory's University,OK,748042499,Private-Nonprofit,41,50,446345,97,446345,
00318400,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,OK,730193073,Public,1300,1495,25488785,2612,25488785,
00318500,UNIVERSITY OF TULSA (THE),OK,741049700,Private-Nonprofit,244,264,4959865,482,4959865,
00318600,BLUE MOUNTAIN COMMUNITY COLLEGE,OR,978010000,Public,1,1,3000,3,3000,
00318800,CENTRAL OREGON COMMUNITY COLLEGE,OR,977035998,Public,38,40,471374,110,471374,
00318900,CLATSOP COMMUNITY COLLEGE,OR,971033698,Public,0,0,0,0,0,
00319100,CONCORDIA UNIVERSITY,OR,972116099,Private-Nonprofit,178,188,2787205,383,2787205,
00319300,EASTERN OREGON UNIVERSITY,OR,978502899,Public,170,172,1706619,467,1706619,
00319400,GEORGE FOX UNIVERSITY,OR,971322697,Private-Nonprofit,415,478,6964929,818,6964929,
00319600,LANE COMMUNITY COLLEGE,OR,974050640,Public,64,68,429978,159,429978,
00319700,LEWIS & CLARK COLLEGE,OR,972197899,Private-Nonprofit,142,148,3191121,271,3191121,
00319800,LINFIELD COLLEGE,OR,971286894,Private-Nonprofit,345,412,5588493,687,5588493,
00319900,Marylhurst University,OR,970367036,Private-Nonprofit,6,11,73702,20,73702,
00320300,MOUNT ANGEL SEMINARY,OR,973739700,Private-Nonprofit,0,0,0,0,0,
00320400,MOUNT HOOD COMMUNITY COLLEGE,OR,970303300,Public,8,9,36502,23,36502,
00320600,MULTNOMAH UNIVERSITY,OR,972205898,Private-Nonprofit,66,70,701646,126,701646,
00320700,PACIFIC NORTHWEST COLLEGE OF ART,OR,972093404,Private-Nonprofit,76,86,1458130,154,1458130,
00320800,Northwest Christian University,OR,974013727,Private-Nonprofit,53,54,711128,98,711128,
00320900,WESTERN OREGON UNIVERSITY,OR,973611394,Public,563,604,6930033,1612,6930033,
00321000,OREGON STATE UNIVERSITY,OR,973318507,Public,1597,1859,30991685,5414,30953466,
00321100,Oregon Institute of Technology,OR,976018801,Public,257,292,3963223,831,3948443,
00321200,PACIFIC UNIVERSITY,OR,971161797,Private-Nonprofit,313,363,5964400,639,5964400,
00321300,Portland Community College,OR,972197132,Public,37,44,394151,107,386204,
00321600,PORTLAND STATE UNIVERSITY,OR,972010000,Public,579,627,10229988,1695,10229988,
00321700,REED COLLEGE,OR,972028199,Private-Nonprofit,70,81,1777591,133,1777591,
00321800,CHEMEKETA COMMUNITY COLLEGE,OR,973091500,Public,8,11,64012,29,64012,
00321900,SOUTHERN OREGON UNIVERSITY,OR,975205010,Public,418,434,5779810,1190,5779810,
00322000,SOUTHWESTERN OREGON COMMUNITY COLLEGE,OR,974202956,Public,47,52,365092,126,365092,
00322100,TREASURE VALLEY COMMUNITY COLLEGE,OR,979143423,Public,14,14,376083,35,376083,
00322200,UMPQUA COMMUNITY COLLEGE,OR,974700226,Public,0,0,0,0,0,
00322300,University of Oregon,OR,974031226,Public,2672,3584,63836333,8529,63836333,
00322400,UNIVERSITY OF PORTLAND,OR,972035798,Private-Nonprofit,734,967,15297872,1553,15297872,
00322500,WARNER PACIFIC UNIVERSITY,OR,972154099,Private-Nonprofit,78,83,915308,147,915308,
00322700,WILLAMETTE UNIVERSITY,OR,973013930,Private-Nonprofit,217,237,4291248,421,4291248,
00322800,BRYN ATHYN COLLEGE OF THE NEW CHURCH,PA,190090717,Private-Nonprofit,49,54,554614,152,554614,
00322900,ALBRIGHT COLLEGE,PA,196125234,Private-Nonprofit,428,444,5877270,798,5877270,
00323000,ALLEGHENY COLLEGE,PA,163353902,Private-Nonprofit,304,336,4803452,589,4803452,
00323100,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PA,152331804,Public,54,72,219491,146,219491,
00323300,ALVERNIA UNIVERSITY,PA,196071799,Private-Nonprofit,351,375,6109286,679,6109286,
00323500,ARCADIA UNIVERSITY,PA,190383295,Private-Nonprofit,416,468,6201350,841,6201350,
00323700,BRYN MAWR COLLEGE,PA,190102899,Private-Nonprofit,95,100,2167474,180,2167474,
00323800,BUCKNELL UNIVERSITY,PA,178372122,Private-Nonprofit,219,226,6442093,412,6442093,
00323900,BUCKS COUNTY COMMUNITY COLLEGE,PA,189401320,Public,18,23,85094,31,85094,
00324000,BUTLER COUNTY COMMUNITY COLLEGE,PA,160031203,Public,24,25,136756,42,136756,
00324100,CABRINI UNIVERSITY,PA,190873698,Private-Nonprofit,309,360,4358327,634,4358327,
00324200,CARNEGIE-MELLON UNIVERSITY,PA,152133890,Private-Nonprofit,343,395,8077260,734,8077260,
00324300,Cedar Crest College,PA,181046196,Private-Nonprofit,181,220,2520127,370,2520127,
00324400,CHATHAM UNIVERSITY,PA,152322826,Private-Nonprofit,141,174,2143167,294,2143167,
00324500,Chestnut Hill College,PA,191182693,Private-Nonprofit,190,204,3024627,367,3024627,
00324700,MISERICORDIA  UNIVERSITY,PA,186121008,Private-Nonprofit,337,371,5284263,662,5284263,
00324900,COMMUNITY COLLEGE OF PHILADELPHIA,PA,191303991,Public,74,81,532864,156,532864,
00325100,CURTIS INSTITUTE OF MUSIC,PA,191036187,Private-Nonprofit,2,2,31765,4,31765,
00325200,Delaware Valley University,PA,189012697,Private-Nonprofit,433,465,8657032,838,8657032,
00325300,DICKINSON COLLEGE,PA,170132896,Private-Nonprofit,180,198,4360655,356,4360655,
00325600,DREXEL UNIVERSITY,PA,191042875,Private-Nonprofit,1670,1824,50697387,5711,50697387,
00325800,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PA,152820001,Private-Nonprofit,1210,1490,27739310,2629,27739310,
00325900,EASTERN UNIVERSITY,PA,190873696,Private-Nonprofit,236,256,3196793,448,3196793,
00326200,Elizabethtown College,PA,170222298,Private-Nonprofit,321,335,5762187,629,5762187,
00326300,EVANGELICAL THEOLOGICAL SEMINARY,PA,170671299,Private-Nonprofit,0,0,0,0,0,
00326500,FRANKLIN & MARSHALL COLLEGE,PA,176032802,Private-Nonprofit,162,175,3713870,296,3713870,
00326600,GANNON UNIVERSITY,PA,165410001,Private-Nonprofit,361,388,5544117,694,5544117,
00326700,GENEVA COLLEGE,PA,150103599,Private-Nonprofit,151,172,1677183,281,1677183,
00326800,GETTYSBURG COLLEGE,PA,173251486,Private-Nonprofit,266,301,6385539,527,6385539,
00327000,GWYNEDD MERCY UNIVERSITY,PA,194370901,Private-Nonprofit,216,240,3275047,423,3275047,
00327200,HARCUM COLLEGE,PA,190103476,Private-Nonprofit,111,114,1566901,222,1566901,
00327300,HARRISBURG AREA COMMUNITY COLLEGE,PA,171102999,Public,56,62,213236,160,213236,
00327400,HAVERFORD COLLEGE,PA,190411392,Private-Nonprofit,70,80,1894409,140,1894409,
00327500,Holy Family University,PA,191142094,Private-Nonprofit,218,258,2704007,431,2704007,
00327600,IMMACULATA UNIVERSITY,PA,193450647,Private-Nonprofit,170,183,2905583,325,2905583,
00327700,Indiana University of Pennsylvania,PA,157059717,Public,1836,2362,23668815,3899,23668815,
00327900,Juniata College,PA,166522196,Private-Nonprofit,196,214,3278280,388,3278280,
00328000,Keystone College,PA,184400200,Private-Nonprofit,233,252,2636970,428,2636970,
00328200,KINGS COLLEGE,PA,187110801,Private-Nonprofit,383,413,6127239,766,6127239,
00328300,LACKAWANNA COLLEGE,PA,185099961,Private-Nonprofit,250,259,2138302,489,2138302,
00328400,LAFAYETTE COLLEGE,PA,180421768,Private-Nonprofit,142,171,3724129,282,3724129,
00328500,Lancaster Bible College,PA,176015036,Private-Nonprofit,60,66,677855,111,677855,
00328600,Lancaster Theological Seminary of the United Church of Christ,PA,176032897,Private-Nonprofit,0,0,0,0,0,
00328700,LA SALLE UNIVERSITY,PA,191411199,Private-Nonprofit,621,693,10125282,1288,10125282,
00328800,Lebanon Valley College,PA,170031400,Private-Nonprofit,392,417,6287588,782,6287588,
00328900,Lehigh University,PA,180151588,Private-Nonprofit,250,296,5930501,477,5930501,
00329000,LINCOLN UNIVERSITY,PA,193520999,Public,663,669,8823221,1280,8823221,
00329100,UNITED LUTHERAN SEMINARY,PA,173251795,Private-Nonprofit,0,0,0,0,0,
00329300,LYCOMING COLLEGE,PA,177015192,Private-Nonprofit,249,256,3236077,462,3236077,
00329400,MANOR COLLEGE,PA,190463399,Private-Nonprofit,93,95,801904,170,801904,
00329600,MARYWOOD UNIVERSITY,PA,185091598,Private-Nonprofit,317,382,4886179,654,4886179,
00329700,MERCYHURST UNIVERSITY,PA,165460001,Private-Nonprofit,424,494,5755431,827,5755431,
00329800,MESSIAH COLLEGE,PA,170550000,Private-Nonprofit,281,284,4674166,552,4674166,
00330000,MOORE COLLEGE OF ART & DESIGN,PA,191031190,Private-Nonprofit,114,146,2968798,253,2968798,
00330100,Moravian College,PA,180186650,Private-Nonprofit,426,445,7461610,806,7461610,
00330200,MOUNT ALOYSIUS COLLEGE,PA,166301999,Private-Nonprofit,327,367,3799232,639,3799232,
00330300,CARLOW UNIVERSITY,PA,152133165,Private-Nonprofit,195,224,2274664,369,2274664,
00330400,MUHLENBERG COLLEGE,PA,181045586,Private-Nonprofit,190,206,4036533,404,4036533,
00330600,UNIVERSITY OF VALLEY FORGE,PA,194602399,Private-Nonprofit,184,214,2502194,406,2502194,
00330900,PEIRCE COLLEGE,PA,191024699,Private-Nonprofit,30,33,260802,86,251444,
00331100,SALUS UNIVERSITY,PA,190271598,Private-Nonprofit,0,0,0,0,0,
00331300,WIDENER UNIVERSITY,PA,190135792,Private-Nonprofit,523,607,10056479,1038,10056479,
00331500,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,PA,178151301,Public,1506,1920,16808027,3155,16808027,
00331600,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,PA,154191394,Public,717,751,8122555,1377,8122555,
00331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PA,193190200,Public,168,178,1861870,315,1853373,
00331800,CLARION UNIVERSITY OF PENNSYLVANIA,PA,162141232,Public,624,746,7394366,1277,7394366,
00332000,East Stroudsburg University,PA,183012999,Public,890,1047,10433528,1805,10433528,
00332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,PA,164440001,Public,684,833,7647787,1363,7647787,
00332200,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,PA,195309339,Public,1211,1362,15135390,2313,15135390,
00332300,Lock Haven University of Pennsylvania,PA,177452439,Public,591,624,6601451,1155,6601451,
00332400,MANSFIELD UNIVERSITY,PA,169331123,Public,382,428,4864838,726,4864838,
00332500,MILLERSVILLE UNIVERSITY,PA,175511800,Public,885,986,13278073,1789,13278073,
00332600,SHIPPENSBURG UNIVERSITY,PA,172572299,Public,986,1147,13037966,1942,13037966,
00332700,SLIPPERY ROCK UNIVERSITY,PA,160571326,Public,1186,1372,12720044,2382,12720044,
00332800,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,193830001,Public,1572,1828,22028571,3251,22028571,
00332900,Pennsylvania State University (The),PA,168021503,Public,9221,11895,184671868,20151,184671868,
00335000,UNIVERSITY OF THE ARTS (THE),PA,191029493,Private-Nonprofit,423,437,9982367,823,9982367,
00335100,CAIRN UNIVERSITY,PA,190472942,Private-Nonprofit,85,99,872399,167,872399,
00335200,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,PA,191311694,Private-Nonprofit,0,0,0,0,0,
00335300,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PA,191044495,Private-Nonprofit,239,286,5025777,492,5025777,
00335600,PITTSBURGH THEOLOGICAL SEMINARY,PA,152062596,Private-Nonprofit,0,0,0,0,0,
00335700,Point Park University,PA,152221912,Private-Nonprofit,528,575,7778853,992,7778853,
00335800,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY,PA,152082594,Private-Nonprofit,0,0,0,0,0,
00335900,ROBERT MORRIS UNIVERSITY,PA,151081189,Private-Nonprofit,822,892,14240939,1600,14240939,
