OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,,
00340100,BROWN UNIVERSITY,RI,29129127,Private-Nonprofit,315,359,8503537,638,8163584,,
00340200,BRYANT UNIVERSITY,RI,29171284,Private-Nonprofit,394,473,8832335,813,8821735,,
00340400,JOHNSON & WALES UNIVERSITY,RI,29033703,Private-Nonprofit,2397,2608,34514449,7010,34514449,,
00340600,PROVIDENCE COLLEGE,RI,29180001,Private-Nonprofit,383,444,9121924,814,9121924,,
00340700,RHODE ISLAND COLLEGE,RI,29081991,Public,133,141,1271666,260,1271666,,
00340800,COMMUNITY COLLEGE OF RHODE ISLAND,RI,28861807,Public,13,13,71150,23,71150,,
00340900,RHODE ISLAND SCHOOL OF DESIGN,RI,29032784,Private-Nonprofit,178,185,5290145,340,5290145,,
00341000,ROGER WILLIAMS UNIVERSITY,RI,28092921,Private-Nonprofit,468,572,10559106,971,10516773,,
00341100,SALVE REGINA COLLEGE,RI,28404192,Private-Nonprofit,285,329,5272907,584,5272907,,
00341400,UNIVERSITY OF RHODE ISLAND,RI,28810000,Public,1970,2221,32203845,3878,32123931,,
00341700,ALLEN UNIVERSITY,SC,292041085,Private-Nonprofit,42,42,272296,74,252818,,
00341800,ANDERSON UNIVERSITY,SC,296214035,Private-Nonprofit,172,197,2204236,356,2204236,,
00341900,CHARLESTON SOUTHERN UNIVERSITY,SC,294062160,Private-Nonprofit,216,239,2206917,408,2206917,,
00342000,BENEDICT COLLEGE,SC,292041086,Private-Nonprofit,558,569,8476353,1110,8088187,,
00342100,BOB JONES UNIVERSITY,SC,296141000,Proprietary,99,108,966878,181,960650,,
00342200,SOUTHERN WESLEYAN UNIVERSITY,SC,296301020,Private-Nonprofit,63,66,665013,110,665013,,
00342300,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,294090002,Public,626,691,13222512,1243,13185625,,
00342400,CLAFLIN UNIVERSITY,SC,291154498,Private-Nonprofit,231,241,2885743,454,2857959,,
00342500,CLEMSON UNIVERSITY,SC,296340001,Public,1202,1367,21305221,2337,21249803,,
00342600,UNIVERSITY OF SOUTH CAROLINA - SUMTER,SC,291502498,Public,8,8,43957,10,43957,,
00342700,COKER COLLEGE,SC,295503797,Private-Nonprofit,85,89,769563,162,769563,,
00342800,COLLEGE OF CHARLESTON,SC,294240100,Public,1606,1747,28511991,3191,28509991,,
00342900,COLUMBIA INTERNATIONAL UNIVERSITY,SC,292031599,Private-Nonprofit,62,63,801155,116,801155,,
00343000,COLUMBIA COLLEGE OF SOUTH CAROLINA,SC,292035998,Private-Nonprofit,90,91,733833,166,733833,,
00343100,CONVERSE COLLEGE,SC,293021931,Private-Nonprofit,84,88,925833,169,919583,,
00343200,ERSKINE COLLEGE,SC,296390000,Private-Nonprofit,60,61,660170,117,659170,,
00343400,FURMAN UNIVERSITY,SC,296135253,Private-Nonprofit,183,192,4226868,347,4226868,,
00343500,LANDER UNIVERSITY,SC,296492099,Public,344,380,3006553,667,3006553,,
00343600,LIMESTONE COLLEGE,SC,293403799,Private-Nonprofit,149,149,1892129,284,1892129,,
00343800,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,294250100,Public,10,10,258724,18,258724,,
00343900,MORRIS COLLEGE,SC,291503599,Private-Nonprofit,40,42,159136,77,159136,,
00344000,NEWBERRY COLLEGE,SC,291082197,Private-Nonprofit,111,113,1363830,209,1326577,,
00344100,NORTH GREENVILLE UNIVERSITY,SC,296881892,Private-Nonprofit,148,166,1231073,265,1231073,,
00344500,PRESBYTERIAN COLLEGE,SC,293252503,Private-Nonprofit,127,138,1756668,252,1756668,,
00344600,SOUTH CAROLINA STATE UNIVERSITY,SC,291174427,Public,384,499,5326193,891,5258368,,
00344700,SPARTANBURG METHODIST COLLEGE,SC,293015899,Private-Nonprofit,29,29,170169,49,170169,,
00344800,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,SC,292083999,Public,1813,2142,28881160,3605,28861406,,
00344900,UNIVERSITY OF SOUTH CAROLINA - AIKEN,SC,298016399,Public,171,204,1636374,323,1636374,,
00345000,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT,SC,299094602,Public,105,114,1109078,188,1086521,,
00345100,COASTAL CAROLINA UNIVERSITY,SC,295268428,Public,1073,1175,18424817,2107,18424817,,
00345300,UNIVERSITY OF SOUTH CAROLINA - LANCASTER,SC,297210889,Public,7,7,50148,10,49730,,
00345400,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE,SC,298100617,Public,8,9,57940,13,57940,,
00345500,VOORHEES COLLEGE,SC,290420000,Private-Nonprofit,40,42,244575,78,244575,,
00345600,WINTHROP UNIVERSITY,SC,297330001,Public,428,547,4780926,918,4780926,,
00345700,WOFFORD COLLEGE,SC,293033663,Private-Nonprofit,130,145,2577170,261,2577170,,
00345800,AUGUSTANA UNIVERSITY,SD,571970001,Private-Nonprofit,102,118,1095858,201,1095858,,
00345900,BLACK HILLS STATE UNIVERSITY,SD,577999502,Public,107,121,666098,189,666098,,
00346100,DAKOTA WESLEYAN UNIVERSITY,SD,573014398,Private-Nonprofit,71,77,618831,127,618831,,
00346300,DAKOTA STATE UNIVERSITY,SD,570421799,Public,130,139,900296,238,900296,,
00346500,MOUNT MARTY COLLEGE,SD,570783724,Private-Nonprofit,76,83,798439,153,798439,,
00346600,NORTHERN STATE UNIVERSITY,SD,574017198,Public,83,84,531115,148,531115,,
00346700,PRESENTATION COLLEGE,SD,574011299,Private-Nonprofit,50,71,828184,124,822926,,
00346900,UNIVERSITY OF SIOUX FALLS,SD,571051699,Private-Nonprofit,62,71,573876,125,573876,,
00347000,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,SD,577013995,Public,262,266,2206351,480,2206351,,
00347100,SOUTH DAKOTA STATE UNIVERSITY,SD,570072298,Public,463,552,3514654,871,3514654,,
00347400,UNIVERSITY OF SOUTH DAKOTA,SD,570692390,Public,806,818,5375014,1590,5375014,,
00347700,AQUINAS COLLEGE,TN,372052086,Private-Nonprofit,7,11,48950,11,48950,,
00347800,AUSTIN PEAY STATE UNIVERSITY,TN,370440002,Public,386,406,3120853,696,3120853,,
00347900,BELMONT UNIVERSITY,TN,372123757,Private-Nonprofit,989,1129,24042345,1970,23869900,,
00348000,BETHEL UNIVERSITY,TN,382011705,Private-Nonprofit,85,85,651990,160,648778,,
00348100,CARSON - NEWMAN UNIVERSITY,TN,377602204,Private-Nonprofit,140,144,1446543,250,1446543,,
00348200,CHRISTIAN BROTHERS UNIVERSITY,TN,381045581,Private-Nonprofit,71,78,714738,137,714738,,
00348300,COLUMBIA STATE COMMUNITY COLLEGE,TN,384015653,Public,4,6,25676,10,15901,,
00348400,COVENANT COLLEGE,GA,307504164,Private-Nonprofit,81,84,1011714,152,1002464,,
00348500,CUMBERLAND UNIVERSITY,TN,370873554,Private-Nonprofit,57,65,569790,127,569790,,
00348600,LIPSCOMB UNIVERSITY,TN,372043951,Private-Nonprofit,314,401,5090290,693,4989658,,
00348700,EAST TENNESSEE STATE UNIVERSITY,TN,376142857,Public,692,794,7575924,1368,7571924,,
00349000,FISK UNIVERSITY,TN,372083045,Private-Nonprofit,78,83,1270574,159,1238911,,
00349200,FREED-HARDEMAN UNIVERSITY,TN,383402399,Private-Nonprofit,281,287,3388243,526,3333492,,
00349400,HIWASSEE COLLEGE,TN,373544001,Private-Nonprofit,9,9,58391,18,58391,,
00349500,JOHNSON UNIVERSITY,TN,379989775,Private-Nonprofit,109,131,787039,259,784820,,
00349600,KING UNIVERSITY,TN,376202699,Private-Nonprofit,86,88,938900,163,938900,,
00349900,LANE COLLEGE,TN,383014598,Private-Nonprofit,59,65,424587,122,388179,,
00350000,LEE UNIVERSITY,TN,373114475,Private-Nonprofit,291,336,3577080,565,3577080,,
00350100,LEMOYNE-OWEN COLLEGE,TN,381266510,Private-Nonprofit,31,33,215988,63,215988,,
00350200,LINCOLN MEMORIAL UNIVERSITY,TN,377527920,Private-Nonprofit,64,73,373036,121,373036,,
00350400,MARTIN METHODIST COLLEGE,TN,384782799,Private-Nonprofit,58,65,469820,125,469820,,
00350500,MARYVILLE COLLEGE,TN,378045907,Private-Nonprofit,130,131,1414606,242,1389592,,
00350600,MEHARRY MEDICAL COLLEGE,TN,372083599,Private-Nonprofit,0,0,0,0,0,,
00350700,MEMPHIS COLLEGE OF ART,TN,381042764,Private-Nonprofit,65,72,867857,124,863798,,
00350900,UNIVERSITY OF MEMPHIS (THE),TN,381524611,Public,544,708,5534583,1049,5534583,,
00351000,MIDDLE TENNESSEE STATE UNIVERSITY,TN,371323754,Public,1179,1294,9871558,2240,9871558,,
00351100,MILLIGAN COLLEGE,TN,376824001,Private-Nonprofit,61,71,732945,122,732945,,
00351700,SOUTHERN COLLEGE OF OPTOMETRY,TN,381042222,Private-Nonprofit,0,0,0,0,0,,
00351800,SOUTHERN ADVENTIST UNIVERSITY,TN,373150370,Private-Nonprofit,252,316,3199756,529,3195156,,
00351900,RHODES COLLEGE,TN,381121690,Private-Nonprofit,155,174,2762794,325,2762794,,
00352200,TENNESSEE STATE UNIVERSITY,TN,372091561,Public,448,536,5209018,925,5194793,,
00352300,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,385050001,Public,275,309,1985001,522,1985001,,
00352400,TENNESSEE TEMPLE UNIVERSITY,TN,374043587,Private-Nonprofit,4,5,9164,7,9164,,
00352500,TENNESSEE WESLEYAN COLLEGE,TN,373710040,Private-Nonprofit,67,80,742929,126,717143,,
00352600,TREVECCA NAZARENE UNIVERSITY,TN,372102877,Private-Nonprofit,123,134,1342874,237,1342874,,
00352700,TUSCULUM COLLEGE,TN,377430001,Private-Nonprofit,127,138,1038300,240,1036649,,
00352800,UNION UNIVERSITY,TN,383053697,Private-Nonprofit,177,197,2710197,351,2710197,,
00352900,UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,374032598,Public,394,443,3403702,721,3403656,,
00353000,UNIVERSITY OF TENNESSEE,TN,379960150,Public,1124,1288,16498852,2173,16481132,,
00353100,UNIVERSITY OF TENNESSEE - MARTIN,TN,382380002,Public,204,237,1767390,449,1767390,,
00353400,UNIVERSITY OF THE SOUTH (THE),TN,373831000,Private-Nonprofit,134,153,2809818,277,2809818,,
00353500,VANDERBILT UNIVERSITY,TN,372400001,Private-Nonprofit,261,288,6332387,524,6332387,,
00353600,BRYAN COLLEGE,TN,373217000,Private-Nonprofit,55,62,560403,111,560403,,
00353700,ABILENE CHRISTIAN UNIVERSITY,TX,796993701,Private-Nonprofit,286,317,4784078,558,4784078,,
00353900,ALVIN COMMUNITY COLLEGE,TX,775114807,Public,0,0,0,0,0,,
00354000,AMARILLO COLLEGE,TX,791092446,Public,9,9,74536,18,74536,,
00354100,ANGELO STATE UNIVERSITY,TX,769095069,Public,452,482,3254611,875,3134053,,
00354300,AUSTIN COLLEGE,TX,750904440,Private-Nonprofit,287,321,4432954,573,4432954,,
00354400,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,TX,787055711,Private-Nonprofit,0,0,0,0,0,,
00354500,BAYLOR UNIVERSITY,TX,767987048,Private-Nonprofit,1204,1440,29852382,2570,29852382,,
00354600,COASTAL BEND COLLEGE,TX,781022197,Public,3,3,12700,6,12700,,
00354900,BLINN COLLEGE,TX,778334098,Public,183,192,1569552,351,1569552,,
00355300,CISCO COLLEGE,TX,764379803,Public,0,0,0,0,0,,
00355400,CLARENDON COLLEGE,TX,792260000,Public,2,2,3352,2,3352,,
00355600,COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,TX,770905918,Private-Nonprofit,1,1,20000,4,20000,,
00355700,CONCORDIA UNIVERSITY TEXAS,TX,787264141,Private-Nonprofit,173,196,2130094,328,2130094,,
00355800,NORTH CENTRAL TEXAS COLLEGE,TX,762404699,Public,13,15,71002,28,71002,,
00356000,DALLAS BAPTIST UNIVERSITY,TX,752119299,Private-Nonprofit,324,346,4851077,600,4851077,,
00356100,CEDAR VALLEY COLLEGE,TX,751343799,Public,0,0,0,0,0,,
00356200,DALLAS THEOLOGICAL SEMINARY,TX,752046411,Private-Nonprofit,0,0,0,0,0,,
00356300,DEL MAR COLLEGE,TX,784043897,Public,2,2,15654,4,15654,,
00356400,EAST TEXAS BAPTIST UNIVERSITY,TX,756701423,Private-Nonprofit,131,140,1377165,233,1377165,,
00356500,TEXAS A&M UNIVERSITY - COMMERCE,TX,754293011,Public,187,202,1665871,376,1633101,,
00356800,FRANK PHILLIPS COLLEGE,TX,790074427,Public,2,2,7500,3,7500,,
00357000,GRAYSON  COUNTY COLLEGE,TX,750208299,Public,2,2,3124,6,3124,,
00357100,HARDIN-SIMMONS UNIVERSITY,TX,796986050,Private-Nonprofit,222,228,3620323,432,3600180,,
00357200,TRINITY VALLEY COMMUNITY COLLEGE,TX,757512734,Public,7,7,20637,12,20637,,
00357300,HILL COLLEGE,TX,766452711,Public,4,4,19764,8,19764,,
00357400,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,TX,797200213,Public,10,11,39291,21,39291,,
00357500,HOWARD PAYNE UNIVERSITY,TX,768012715,Private-Nonprofit,141,144,1467135,268,1463176,,
00357600,HOUSTON BAPTIST UNIVERSITY,TX,770743298,Private-Nonprofit,323,362,4741468,677,4732786,,
00357700,HUSTON - TILLOTSON UNIVERSITY,TX,787022795,Private-Nonprofit,68,71,769854,159,769729,,
00357800,UNIVERSITY OF THE INCARNATE WORD,TX,782096398,Private-Nonprofit,464,499,5752707,894,5751350,,
00357900,JACKSONVILLE COLLEGE-MAIN CAMPUS,TX,757664759,Private-Nonprofit,0,0,0,0,0,,
00358000,KILGORE COLLEGE,TX,756623299,Public,0,0,0,0,0,,
00358100,LAMAR UNIVERSITY,TX,777100042,Public,225,257,2073883,488,2073883,,
00358300,LEE COLLEGE,TX,775204796,Public,1,1,3627,2,3627,,
00358400,LETOURNEAU UNIVERSITY,TX,756023564,Private-Nonprofit,127,134,1984264,266,1984264,,
00358600,LUBBOCK CHRISTIAN UNIVERSITY,TX,794072099,Private-Nonprofit,151,174,1317017,351,1317017,,
00358800,UNIVERSITY OF MARY HARDIN-BAYLOR,TX,765132599,Private-Nonprofit,485,570,5791966,985,5789319,,
00359000,MCLENNAN COMMUNITY COLLEGE,TX,767081498,Public,11,12,59354,26,54374,,
00359100,MCMURRY UNIVERSITY,TX,796970001,Private-Nonprofit,84,88,936745,167,936745,,
00359200,MIDWESTERN STATE UNIVERSITY,TX,763082099,Public,412,472,3735374,842,3728696,,
00359300,NAVARRO COLLEGE,TX,751104818,Public,11,11,63957,18,63957,,
00359400,UNIVERSITY OF NORTH TEXAS,TX,762035017,Public,2973,3447,32511920,5835,32511920,,
00359500,OBLATE SCHOOL OF THEOLOGY,TX,782166693,Private-Nonprofit,0,0,0,0,0,,
00359600,ODESSA COLLEGE,TX,797647127,Public,0,0,0,0,0,,
00359800,OUR LADY OF THE LAKE UNIVERSITY,TX,782074689,Private-Nonprofit,85,97,730737,163,727737,,
00359900,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,TX,785392999,Public,57,68,270683,129,270683,,
00360000,PANOLA COLLEGE,TX,756332397,Public,1,1,6446,1,6446,,
00360200,PAUL QUINN COLLEGE,TX,752414398,Private-Nonprofit,12,12,109591,20,95626,,
00360300,RANGER COLLEGE,TX,764703298,Public,1,1,4910,2,4910,,
00360400,RICE UNIVERSITY,TX,770051892,Private-Nonprofit,96,105,2595909,190,2595909,,
00360600,SAM HOUSTON STATE UNIVERSITY,TX,773400000,Public,1471,1664,8719104,2914,8716604,,
00360800,SAINT PHILIP'S COLLEGE,TX,782032098,Public,0,0,0,0,0,,
00360900,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,775043323,Public,7,7,58841,12,58841,,
00361000,SCHREINER UNIVERSITY,TX,780285697,Private-Nonprofit,98,102,1184520,182,1184520,,
00361100,SOUTH PLAINS COLLEGE,TX,793366504,Public,54,54,283583,90,280792,,
00361200,UNIVERSITY OF HOUSTON - DOWNTOWN,TX,770021001,Public,27,29,220793,45,220793,,
00361300,SOUTHERN METHODIST UNIVERSITY,TX,752750100,Private-Nonprofit,552,643,12667230,1170,12626449,,
00361400,SOUTHWEST TEXAS JUNIOR COLLEGE,TX,788016221,Public,1,1,8000,2,8000,,
00361500,TEXAS STATE UNIVERSITY,TX,786664602,Public,3681,3940,37623533,7217,37616926,,
00361600,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,751652397,Private-Nonprofit,179,180,2520241,320,2488270,,
00361800,SOUTHWESTERN CHRISTIAN COLLEGE,TX,751603400,Private-Nonprofit,3,3,9752,5,7127,,
00361900,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,760591922,Private-Nonprofit,54,60,432933,98,432933,,
00362000,SOUTHWESTERN UNIVERSITY,TX,786266111,Private-Nonprofit,253,269,4476530,480,4476530,,
00362100,ST. EDWARD'S UNIVERSITY,TX,787040000,Private-Nonprofit,228,244,3905633,466,3905633,,
00362300,ST MARY'S UNIVERSITY SAN ANTONIO,TX,782288500,Private-Nonprofit,127,134,1346924,249,1329649,,
00362400,STEPHEN F AUSTIN STATE UNIVERSITY,TX,759620001,Public,1453,1763,16917469,3273,16917448,,
00362500,SUL ROSS STATE UNIVERSITY,TX,798320113,Public,52,57,419551,106,419551,,
00362600,TARRANT COUNTY COLLEGE DISTRICT,TX,761026599,Public,0,0,0,0,0,,
00362700,TEMPLE COLLEGE,TX,765047435,Public,7,7,39718,14,39718,,
00362800,TEXARKANA COLLEGE,TX,755990001,Public,0,0,0,0,0,,
00363000,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,TX,774462967,Public,635,727,5609933,1379,5609933,,
00363100,TARLETON STATE UNIVERSITY,TX,764010002,Public,1057,1107,10510174,1999,10200225,,
00363200,TEXAS A&M UNIVERSITY,TX,778431246,Public,3252,3498,36824756,6245,36817948,,
00363400,TEXAS STATE TECHNICAL COLLEGE,TX,767051695,Public,116,120,1263340,272,1185084,,
00363500,TEXAS CHIROPRACTIC COLLEGE,TX,775051699,Private-Nonprofit,0,0,0,0,0,,
00363600,TEXAS CHRISTIAN UNIVERSITY,TX,761290001,Private-Nonprofit,916,1015,23381240,1862,23381240,,
00363700,JARVIS CHRISTIAN COLLEGE,TX,757651470,Private-Nonprofit,31,31,313385,61,307078,,
00363800,TEXAS COLLEGE,TX,757024500,Private-Nonprofit,37,38,230295,70,224295,,
00363900,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,783638203,Public,231,249,2036199,444,2036199,,
00364100,TEXAS LUTHERAN UNIVERSITY,TX,781555999,Private-Nonprofit,112,121,1399829,211,1399829,,
00364200,TEXAS SOUTHERN UNIVERSITY,TX,770044598,Public,389,450,4361513,841,4198076,,
00364400,TEXAS TECH UNIVERSITY,TX,794092011,Public,1513,1733,19970729,3135,19757353,,
00364500,TEXAS WESLEYAN UNIVERSITY,TX,761051536,Private-Nonprofit,57,67,787822,102,781052,,
00364600,TEXAS WOMANS UNIVERSITY,TX,762045587,Public,106,120,614645,209,608939,,
00364700,TRINITY UNIVERSITY,TX,782127200,Private-Nonprofit,112,117,1618071,208,1577861,,
00364800,TYLER JUNIOR COLLEGE,TX,757013436,Public,53,53,392439,94,364063,,
00365100,UNIVERSITY OF DALLAS,TX,750624799,Private-Nonprofit,101,109,1651886,210,1651886,,
00365200,UNIVERSITY OF HOUSTON,TX,772042010,Public,542,629,5845318,1060,5837023,,
00365400,UNIVERSITY OF SAINT THOMAS,TX,770064626,Private-Nonprofit,97,112,1569084,196,1569084,,
00365600,UNIVERSITY OF TEXAS AT ARLINGTON,TX,760190125,Public,395,451,4042363,723,4042363,,
00365800,UNIVERSITY OF TEXAS - AUSTIN,TX,787120000,Public,5061,6872,67741770,9830,67741753,,
00365900,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,782293900,Public,6,8,115632,17,115632,,
00366100,UNIVERSITY OF TEXAS AT EL PASO,TX,799680500,Public,298,335,2313975,530,2313975,,
00366200,VICTORIA COLLEGE,TX,779014494,Public,0,0,0,0,0,,
00366300,WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS,TX,790726998,Private-Nonprofit,61,70,523399,113,523399,,
00366400,WEATHERFORD COLLEGE,TX,760865699,Public,8,8,53092,14,49592,,
00366500,WEST TEXAS A&M UNIVERSITY,TX,790150001,Public,180,187,1607181,327,1589154,,
00366800,WHARTON COUNTY JUNIOR COLLEGE,TX,774883298,Public,3,4,18985,8,18985,,
00366900,WILEY COLLEGE,TX,756705199,Private-Nonprofit,50,50,408874,93,396196,,
00367000,BRIGHAM YOUNG UNIVERSITY,UT,846028406,Private-Nonprofit,66,74,560588,133,560588,,
00367100,DIXIE STATE UNIVERSITY,UT,847703876,Public,55,56,484157,96,482907,,
00367200,LDS BUSINESS COLLEGE,UT,841013500,Private-Nonprofit,0,0,0,0,0,,
00367400,STEVENS HENAGER COLLEGE,UT,844011420,Proprietary,15,16,120844,33,114060,,
00367500,UNIVERSITY OF UTAH,UT,841129055,Public,165,190,2483805,330,2483805,,
00367700,UTAH STATE UNIVERSITY,UT,843221400,Public,119,128,1338000,225,1338000,,
00367800,SOUTHERN UTAH UNIVERSITY,UT,847202470,Public,49,58,467061,88,467061,,
00367900,SNOW COLLEGE,UT,846271299,Public,4,4,20000,7,17500,,
00368000,WEBER STATE UNIVERSITY,UT,844081001,Public,30,34,228222,55,218035,,
00368100,WESTMINSTER COLLEGE,UT,841053697,Private-Nonprofit,117,127,1728901,226,1728901,,
00368200,BENNINGTON COLLEGE,VT,52016001,Private-Nonprofit,77,84,1331507,146,1331507,,
00368300,CASTLETON UNIVERSITY,VT,57350000,Public,275,277,3696650,506,3696650,,
00368400,CHAMPLAIN COLLEGE,VT,54013950,Private-Nonprofit,582,657,12634394,1147,12634394,,
00368500,COLLEGE OF SAINT JOSEPH,VT,57013899,Private-Nonprofit,13,15,120236,26,120236,,
00368600,GODDARD COLLEGE,VT,56670000,Private-Nonprofit,8,9,42277,14,42277,,
00368700,GREEN MOUNTAIN COLLEGE,VT,57641199,Private-Nonprofit,80,90,1181388,164,1181388,,
00368800,JOHNSON STATE COLLEGE,VT,56569898,Public,128,144,1290164,247,1281341,,
00368900,LYNDON STATE COLLEGE,VT,58510919,Public,205,234,2416753,385,2416753,,
00369000,MARLBORO COLLEGE,VT,53443668,Private-Nonprofit,34,43,564729,77,564729,,
00369100,MIDDLEBURY COLLEGE,VT,57530000,Private-Nonprofit,105,125,2556034,215,2556034,,
00369200,NORWICH UNIVERSITY,VT,56631035,Private-Nonprofit,594,611,9229292,1168,9229292,,
00369300,SOUTHERN VERMONT COLLEGE,VT,52016002,Private-Nonprofit,73,76,1146493,147,1094993,,
00369400,SAINT MICHAEL'S COLLEGE,VT,54390001,Private-Nonprofit,234,265,4065119,458,4065119,,
00369600,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,VT,54050160,Public,1610,1768,31541262,3153,31541112,,
00369700,VERMONT COLLEGE OF FINE ARTS,VT,56023128,Private-Nonprofit,0,0,0,0,0,,
00369800,VERMONT TECHNICAL COLLEGE,VT,50610000,Public,130,142,1639360,258,1639360,,
00370200,AVERETT UNIVERSITY,VA,245413692,Private-Nonprofit,184,189,2232489,340,2232489,,
00370300,BLUEFIELD COLLEGE,VA,246051799,Private-Nonprofit,78,80,747457,143,747457,,
00370400,BRIDGEWATER COLLEGE,VA,228121599,Private-Nonprofit,339,347,4231845,632,4231845,,
00370500,COLLEGE OF WILLIAM & MARY,VA,231878795,Public,346,404,6323970,690,6323970,,
00370600,CHRISTOPHER NEWPORT UNIVERSITY,VA,236063072,Public,528,607,6370450,1081,6359200,,
00370700,RICHARD BLAND COLLEGE,VA,238057100,Public,24,25,156400,45,143523,,
00370800,EASTERN MENNONITE UNIVERSITY,VA,228022462,Private-Nonprofit,108,125,1381466,206,1381466,,
00370900,EMORY & HENRY COLLEGE,VA,243270010,Private-Nonprofit,221,230,2469774,421,2469774,,
00371100,FERRUM COLLEGE,VA,240882612,Private-Nonprofit,443,447,5422924,824,5422924,,
00371200,TIDEWATER COMMUNITY COLLEGE,VA,235101910,Public,56,64,257545,110,257545,,
00371300,HAMPDEN SYDNEY COLLEGE,VA,239430128,Private-Nonprofit,204,224,3155245,389,3155245,,
00371400,HAMPTON UNIVERSITY,VA,236680099,Private-Nonprofit,1265,1328,26425688,2507,26273361,,
00371500,HOLLINS UNIVERSITY,VA,240194421,Private-Nonprofit,93,117,1189474,199,1189474,,
00371900,LONGWOOD UNIVERSITY,VA,239091899,Public,996,1123,12595872,2007,12595872,,
00372000,LYNCHBURG COLLEGE,VA,245013199,Private-Nonprofit,321,352,4335241,634,4335241,,
00372100,JAMES MADISON UNIVERSITY,VA,228073780,Public,2360,2491,35495444,4618,35476338,,
00372300,MARY BALDWIN COLLEGE,VA,244013610,Private-Nonprofit,146,164,1694996,300,1689980,,
00372400,MARYMOUNT UNIVERSITY,VA,222074224,Private-Nonprofit,444,488,8333826,855,8201081,,
00372600,AMERICAN NATIONAL UNIVERSITY,VA,241534524,Proprietary,37,49,215564,124,215564,,
00372700,NORTHERN VIRGINIA COMMUNITY COLLEGE,VA,220033743,Public,29,30,215264,48,215264,,
00372800,OLD DOMINION UNIVERSITY,VA,235290001,Public,985,1161,10407277,2074,10277337,,
00373200,RADFORD UNIVERSITY,VA,241426905,Public,902,983,9836270,1765,9836270,,
00373300,RANDOLPH-MACON COLLEGE,VA,230055505,Private-Nonprofit,276,300,4487184,570,4487184,,
00373400,RANDOLPH COLLEGE,VA,245031526,Private-Nonprofit,94,104,1401494,189,1356585,,
00373500,VIRGINIA COMMONWEALTH UNIVERSITY,VA,232849004,Public,1341,1565,16179450,2659,16179450,,
00373600,ROANOKE COLLEGE,VA,241533794,Private-Nonprofit,258,306,4019347,523,3999347,,
00373700,SHENANDOAH UNIVERSITY,VA,226015195,Private-Nonprofit,363,379,6075429,723,6044929,,
00373800,SOUTHERN VIRGINIA UNIVERSITY,VA,244163038,Private-Nonprofit,104,104,1009943,181,1009943,,
00374200,SWEET BRIAR COLLEGE,VA,245959998,Private-Nonprofit,166,180,2529348,327,2503132,,
00374300,UNION PRESBYTERIAN SEMINARY,VA,232274514,Private-Nonprofit,0,0,0,0,0,,
00374400,UNIVERSITY OF RICHMOND,VA,231730001,Private-Nonprofit,196,209,3967206,384,3967206,,
00374500,UNIVERSITY OF VIRGINIA,VA,229032600,Public,496,560,8831919,997,8831919,,
00374600,UNIVERSITY OF MARY WASHINGTON,VA,224015358,Public,325,365,4070847,630,4028675,,
00374700,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE),VA,242934412,Public,83,84,639011,155,639011,,
00374900,GEORGE MASON UNIVERSITY,VA,220304444,Public,1266,1480,20665200,2512,20331065,,
00375200,VIRGINIA INTERMONT COLLEGE,VA,242014298,Private-Nonprofit,24,26,207556,52,207556,,
00375300,VIRGINIA MILITARY INSTITUTE,VA,244502138,Public,170,182,2748087,353,2679633,,
00375400,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VA,240612000,Public,1725,1990,27383055,3497,27372420,,
00375800,DANVILLE COMMUNITY COLLEGE,VA,245414004,Public,0,0,0,0,0,,
00375900,J SARGEANT REYNOLDS COMMUNITY COLLEGE,VA,232282219,Public,13,13,72745,25,69745,,
00376000,VIRGINIA WESTERN COMMUNITY COLLEGE,VA,240154700,Public,15,16,68891,30,68891,,
00376100,WYTHEVILLE COMMUNITY COLLEGE,VA,243823308,Public,0,0,0,0,0,,
