OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,,
00237900,SAINT JOHN'S UNIVERSITY,MN,563212000,Private-Nonprofit,88,102,1115597,194,1115597,,
00238000,SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,559871399,Private-Nonprofit,138,144,1915345,273,1907417,,
00238200,ST OLAF COLLEGE,MN,550571098,Private-Nonprofit,167,189,2829216,334,2829216,,
00238300,CROWN COLLEGE,MN,553759001,Private-Nonprofit,58,65,715852,116,715852,,
00238500,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,MN,567012598,Public,13,17,68632,29,66849,,
00238600,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,MN,551122598,Private-Nonprofit,0,0,0,0,0,,
00238800,UNIVERSITY OF MINNESOTA  DULUTH,MN,558122496,Public,1573,1749,16613078,3138,16613078,,
00238900,UNIVERSITY OF MINNESOTA,MN,562672113,Public,37,44,316354,74,316354,,
00239100,MITCHELL HAMLINE SCHOOL OF LAW,MN,551053076,Private-Nonprofit,0,0,0,0,0,,
00239300,MINNESOTA STATE COLLEGE SOUTHEAST,MN,559870409,Public,14,16,89100,30,89100,,
00239400,WINONA STATE UNIVERSITY,MN,559875838,Public,423,480,4166230,809,4166228,,
00239600,ALCORN STATE UNIVERSITY,MS,390967500,Public,217,256,1929186,504,1912186,,
00239700,BELHAVEN UNIVERSITY,MS,392021789,Private-Nonprofit,133,159,1211023,266,1211023,,
00239800,BLUE MOUNTAIN COLLEGE,MS,386109370,Private-Nonprofit,22,22,147189,36,147189,,
00240200,COPIAH-LINCOLN COMMUNITY COLLEGE,MS,391910649,Public,5,5,12084,10,12084,,
00240300,DELTA STATE UNIVERSITY,MS,387330000,Public,135,150,862408,258,859658,,
00240400,EAST CENTRAL COMMUNITY COLLEGE,MS,393270129,Public,4,6,13200,11,13200,,
00240500,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,393580000,Public,10,10,39451,16,39451,,
00240700,HINDS COMMUNITY COLLEGE,MS,391549799,Public,11,11,33494,36,33494,,
00240800,HOLMES COMMUNITY COLLEGE,MS,390790000,Public,0,0,0,0,0,,
00240900,ITAWAMBA COMMUNITY COLLEGE,MS,388431099,Public,2,2,9000,4,9000,,
00241000,JACKSON STATE UNIVERSITY,MS,392170001,Public,399,467,3698069,889,3671774,,
00241100,JONES COUNTY JUNIOR COLLEGE,MS,394373999,Public,2,2,11572,4,11572,,
00241300,MERIDIAN COMMUNITY COLLEGE,MS,393075890,Public,4,5,10962,10,10962,,
00241400,MILLSAPS COLLEGE,MS,392100001,Private-Nonprofit,109,114,1745737,211,1745737,,
00241500,MISSISSIPPI COLLEGE,MS,390580001,Private-Nonprofit,128,145,1060194,264,1060194,,
00241700,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,395730000,Public,6,6,34197,11,33068,,
00242200,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,397015818,Public,73,91,457871,141,447898,,
00242300,MISSISSIPPI STATE UNIVERSITY,MS,397629698,Public,1078,1211,13536371,2164,13536371,,
00242400,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,389411400,Public,111,127,693117,240,689938,,
00242600,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,388291731,Public,0,0,0,0,0,,
00242700,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,386681703,Public,9,9,34905,16,34905,,
00243000,PEARL RIVER COMMUNITY COLLEGE,MS,394702201,Public,1,1,7000,2,7000,,
00243300,RUST COLLEGE,MS,386352328,Private-Nonprofit,43,43,191084,86,189858,,
00243900,TOUGALOO COLLEGE,MS,391749799,Private-Nonprofit,41,41,360576,74,359244,,
00244000,UNIVERSITY OF MISSISSIPPI,MS,386771848,Public,1576,1814,26417922,3205,26417922,,
00244100,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,394060001,Public,534,614,5194989,1013,5058208,,
00244700,WILLIAM CAREY UNIVERSITY,MS,394015499,Private-Nonprofit,34,40,422339,94,367609,,
00244900,AVILA UNIVERSITY,MO,641451698,Private-Nonprofit,112,123,1020427,207,1009622,,
00245000,CALVARY UNIVERSITY,MO,641471341,Private-Nonprofit,1,1,11198,2,11198,,
00245300,CENTRAL METHODIST UNIVERSITY,MO,652481198,Private-Nonprofit,156,156,1532558,295,1532558,,
00245400,UNIVERSITY OF CENTRAL MISSOURI,MO,640935001,Public,834,961,7037900,1648,7037620,,
00245600,COLUMBIA COLLEGE,MO,652164581,Private-Nonprofit,53,66,535600,141,535600,,
00245700,CONCORDIA SEMINARY,MO,631053199,Private-Nonprofit,0,0,0,0,0,,
00245800,COTTEY COLLEGE,MO,647722790,Private-Nonprofit,16,17,119226,32,119226,,
00245900,CROWDER COLLEGE,MO,648509165,Public,0,0,0,0,0,,
00246000,CULVER-STOCKTON COLLEGE,MO,634351299,Private-Nonprofit,130,156,1384275,270,1384275,,
00246100,DRURY UNIVERSITY,MO,658023791,Private-Nonprofit,175,185,2130338,351,2130338,,
00246200,EDEN THEOLOGICAL SEMINARY,MO,631193192,Private-Nonprofit,0,0,0,0,0,,
00246300,EVANGEL UNIVERSITY,MO,658022125,Private-Nonprofit,212,243,2498045,392,2498045,,
00246400,FONTBONNE UNIVERSITY,MO,631053098,Private-Nonprofit,103,121,1134220,219,1118327,,
00246600,HARRIS - STOWE STATE UNIVERSITY,MO,631032199,Public,28,31,230250,59,221250,,
00246700,CONCEPTION SEMINARY COLLEGE,MO,644330502,Private-Nonprofit,1,1,14655,2,14655,,
00246800,JEFFERSON COLLEGE,MO,630502441,Public,6,7,21700,14,21700,,
00247100,SAINT LOUIS COMMUNITY COLLEGE,MO,631022810,Public,14,14,54150,26,54150,,
00247300,KANSAS CITY ART INSTITUTE,MO,641111874,Private-Nonprofit,88,93,1316653,170,1313353,,
00247400,KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,MO,641062311,Private-Nonprofit,0,0,0,0,0,,
00247600,KENRICK-GLENNON SEMINARY,MO,631194330,Private-Nonprofit,0,0,0,0,0,,
00247700,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,MO,635011497,Private-Nonprofit,0,0,0,0,0,,
00247900,LINCOLN UNIVERSITY,MO,651013500,Public,165,198,1314282,386,1314282,,
00248000,LINDENWOOD UNIVERSITY,MO,633011695,Private-Nonprofit,505,551,4996641,943,4990051,,
00248200,MARYVILLE UNIVERSITY OF SAINT LOUIS,MO,631417299,Private-Nonprofit,350,382,5719010,657,5719010,,
00248400,METROPOLITAN COMMUNITY COLLEGE,MO,641112408,Public,3,3,18167,5,14667,,
00248500,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,MO,641184697,Private-Nonprofit,0,0,0,0,0,,
00248600,MINERAL AREA COLLEGE,MO,636011000,Public,4,5,31542,11,31542,,
00248800,MISSOURI SOUTHERN STATE UNIVERSITY,MO,648011595,Public,29,29,119261,52,119261,,
00248900,MISSOURI VALLEY COLLEGE,MO,653403197,Private-Nonprofit,181,183,1495498,349,1476735,,
00249000,MISSOURI WESTERN STATE UNIVERSITY,MO,645072294,Public,177,206,1206826,397,1206826,,
00249100,MOBERLY AREA COMMUNITY COLLEGE,MO,652701304,Public,19,19,89089,35,89089,,
00249400,NAZARENE THEOLOGICAL SEMINARY,MO,641311246,Private-Nonprofit,0,0,0,0,0,,
00249500,TRUMAN STATE UNIVERSITY,MO,635014221,Public,207,230,1546153,416,1546153,,
00249600,NORTHWEST MISSOURI STATE UNIVERSITY,MO,644686001,Public,766,865,6752550,1434,6649276,,
00249800,PARK UNIVERSITY,MO,641523795,Private-Nonprofit,35,37,305897,73,305897,,
00249900,ROCKHURST UNIVERSITY,MO,641102561,Private-Nonprofit,204,235,2616055,466,2616055,,
00250100,SOUTHEAST MISSOURI STATE UNIVERSITY,MO,637014799,Public,647,701,5676672,1314,5676672,,
00250200,SOUTHWEST BAPTIST UNIVERSITY,MO,656132597,Private-Nonprofit,111,128,931758,211,928508,,
00250300,MISSOURI STATE UNIVERSITY,MO,658970094,Public,1057,1140,9234890,2034,9233659,,
00250400,SAINT LOUIS COLLEGE OF PHARMACY,MO,631101088,Private-Nonprofit,130,159,2933917,297,2933917,,
00250600,SAINT LOUIS UNIVERSITY,MO,631032097,Private-Nonprofit,692,810,13797810,1406,13797810,,
00250900,SAINT PAUL SCHOOL OF THEOLOGY,KS,662111397,Private-Nonprofit,0,0,0,0,0,,
00251200,STEPHENS COLLEGE,MO,652150001,Private-Nonprofit,85,101,1058808,172,1058808,,
00251400,NORTH CENTRAL MISSOURI COLLEGE,MO,646831824,Public,7,9,36050,18,36050,,
00251600,UNIVERSITY OF MISSOURI - COLUMBIA,MO,652111600,Public,3379,3938,50540802,6789,50540802,,
00251700,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,MO,654090250,Public,854,960,10618596,1661,10618596,,
00251800,UNIVERSITY OF MISSOURI - KANSAS CITY,MO,641102497,Public,621,735,7382007,1224,7373013,,
00251900,UNIVERSITY OF MISSOURI - SAINT LOUIS,MO,631214499,Public,239,267,1713802,418,1713802,,
00252000,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,631304899,Private-Nonprofit,83,86,1888660,157,1888660,,
00252100,WEBSTER UNIVERSITY,MO,631193194,Private-Nonprofit,241,279,2975524,467,2975524,,
00252200,WENTWORTH MILITARY ACADEMY AND COLLEGE,MO,640671799,Private-Nonprofit,12,12,115305,24,115305,,
00252300,WESTMINSTER COLLEGE,MO,652511299,Private-Nonprofit,117,123,1406406,233,1406406,,
00252400,WILLIAM JEWELL COLLEGE,MO,640681896,Private-Nonprofit,129,138,1605923,242,1605923,,
00252500,WILLIAM WOODS UNIVERSITY,MO,652512388,Private-Nonprofit,115,118,1471972,214,1471972,,
00252600,CARROLL COLLEGE,MT,596250002,Private-Nonprofit,220,255,3132074,429,3124849,,
00252700,UNIVERSITY OF GREAT FALLS,MT,594054996,Private-Nonprofit,64,79,625151,149,620150,,
00252800,MILES COMMUNITY COLLEGE,MT,593014799,Public,7,7,38148,13,38148,,
00252900,DAWSON COMMUNITY COLLEGE,MT,593301405,Public,2,2,7270,3,7270,,
00253000,MONTANA STATE UNIVERSITY - BILLINGS,MT,591010298,Public,93,94,656218,165,656218,,
00253100,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,597018997,Public,147,160,1356026,289,1347984,,
00253200,MONTANA STATE UNIVERSITY BOZEMAN,MT,597174160,Public,1289,1348,17896022,2432,17883227,,
00253300,MONTANA STATE UNIVERSITY - NORTHERN,MT,595013148,Public,10,11,53364,16,53364,,
00253400,ROCKY MOUNTAIN COLLEGE,MT,591021796,Private-Nonprofit,105,124,1271351,212,1269513,,
00253600,UNIVERSITY OF MONTANA (THE),MT,598120001,Public,950,1033,11560906,1839,11550833,,
00253700,UNIVERSITY OF MONTANA WESTERN (THE),MT,597253598,Public,100,106,794400,207,790650,,
00253900,CHADRON STATE COLLEGE,NE,693372690,Public,157,185,1006404,305,1006404,,
00254000,COLLEGE OF SAINT MARY,NE,681062606,Private-Nonprofit,90,95,913310,173,913310,,
00254100,CONCORDIA UNIVERSITY,NE,684341594,Private-Nonprofit,151,154,1571027,270,1571027,,
00254200,CREIGHTON UNIVERSITY,NE,681780315,Private-Nonprofit,297,327,5434106,615,5434106,,
00254400,DOANE UNIVERSITY,NE,683332421,Private-Nonprofit,248,252,3086446,458,3079761,,
00254700,GRACE UNIVERSITY,NE,681083629,Private-Nonprofit,40,42,335851,70,297206,,
00254800,HASTINGS COLLEGE,NE,689017621,Private-Nonprofit,176,178,1836036,335,1836036,,
00255100,UNIVERSITY OF NEBRASKA - KEARNEY,NE,688490001,Public,499,548,4141274,954,4141274,,
00255300,MIDLAND UNIVERSITY,NE,680254254,Private-Nonprofit,254,254,2767856,480,2762582,,
00255400,UNIVERSITY OF NEBRASKA - OMAHA,NE,681820001,Public,887,1028,7474277,1703,7473676,,
00255500,NEBRASKA WESLEYAN UNIVERSITY,NE,685042796,Private-Nonprofit,226,229,2710094,435,2706403,,
00255700,MID-PLAINS COMMUNITY COLLEGE,NE,691019420,Public,3,3,14910,6,14910,,
00255900,PERU STATE COLLEGE,NE,684210010,Public,141,153,799944,260,799944,,
00256000,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,693611815,Public,8,8,33247,15,33247,,
00256300,UNION COLLEGE,NE,685064387,Private-Nonprofit,50,55,645246,95,645246,,
00256500,UNIVERSITY OF NEBRASKA,NE,685880419,Public,2998,3288,37475623,5848,37475623,,
00256600,WAYNE STATE COLLEGE,NE,687871172,Public,140,150,741499,258,741499,,
00256700,YORK COLLEGE,NE,684672699,Private-Nonprofit,49,54,431488,96,390670,,
00256800,"UNIVERSITY OF NEVADA , RENO",NV,895570002,Public,779,812,11697899,1473,11697899,,
00256900,UNIVERSITY OF NEVADA - LAS VEGAS,NV,891541001,Public,813,919,12520413,1614,12454701,,
00257200,COLBY-SAWYER COLLEGE,NH,032574648,Private-Nonprofit,183,199,2620133,368,2609313,,
00257300,DARTMOUTH COLLEGE,NH,037553529,Private-Nonprofit,115,153,3745370,360,3707159,,
00257500,FRANKLIN PIERCE UNIVERSITY,NH,034610060,Private-Nonprofit,423,433,6614555,798,6576819,,
00257900,NEW ENGLAND COLLEGE,NH,032423293,Private-Nonprofit,231,243,4052539,474,4036211,,
00258000,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,031061045,Private-Nonprofit,565,618,8696734,1170,8696734,,
00258100,NHTI - CONCORD'S COMMUNITY COLLEGE,NH,033017412,Public,77,87,515297,161,515297,,
00258200,MANCHESTER COMMUNITY COLLEGE,NH,031028518,Public,8,8,62955,15,60208,,
00258300,GREAT BAY COMMUNITY COLLEGE,NH,038012807,Public,6,6,50888,12,50888,,
00258600,RIVIER UNIVERSITY,NH,030605086,Private-Nonprofit,157,172,2612904,289,2600608,,
00258700,SAINT ANSELM COLLEGE,NH,031021310,Private-Nonprofit,252,264,4984085,488,4951462,,
00258900,UNIVERSITY OF NEW HAMPSHIRE,NH,038242511,Public,1535,1756,26789927,3006,26712377,,
00259000,KEENE STATE COLLEGE,NH,034351504,Public,692,766,10332519,1489,10332519,,
00259100,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,NH,032641595,Public,579,597,7852916,1106,7840616,,
00259600,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,083302699,Public,31,31,263982,58,263982,,
00259700,BLOOMFIELD COLLEGE,NJ,070033425,Private-Nonprofit,180,208,2109901,403,2109900,,
00259800,CALDWELL UNIVERSITY,NJ,070066195,Private-Nonprofit,238,263,3547768,507,3547768,,
00259900,CENTENARY UNIVERSITY,NJ,078402184,Private-Nonprofit,135,154,2233569,266,2233569,,
00260000,COLLEGE OF SAINT ELIZABETH,NJ,079606989,Private-Nonprofit,63,76,811858,131,811858,,
00260100,CUMBERLAND COUNTY COLLEGE,NJ,083629912,Public,9,9,71359,18,71359,,
00260300,DREW UNIVERSITY,NJ,079404063,Private-Nonprofit,158,184,2997922,330,2979228,,
00260700,FAIRLEIGH DICKINSON UNIVERSITY,NJ,076661996,Private-Nonprofit,607,714,10616727,1390,10616727,,
00260800,GEORGIAN COURT UNIVERSITY,NJ,087012697,Private-Nonprofit,127,146,1716429,249,1716429,,
00260900,ROWAN UNIVERSITY,NJ,080281702,Public,1311,1454,18109720,2599,18104761,,
00261000,FELICIAN UNIVERSITY,NJ,076442198,Private-Nonprofit,173,191,2307848,340,2279948,,
00261300,NEW JERSEY CITY UNIVERSITY,NJ,073051597,Public,126,139,944771,267,942271,,
00261500,MIDDLESEX COUNTY COLLEGE,NJ,088183050,Public,7,8,21050,11,21050,,
00261600,MONMOUTH UNIVERSITY,NJ,077641898,Private-Nonprofit,538,619,11087539,1065,11087539,,
00261700,MONTCLAIR STATE UNIVERSITY,NJ,070439987,Public,1298,1459,17646295,2480,17646295,,
00261900,NEW BRUNSWICK THEOLOGICAL SEMINARY,NJ,089011196,Private-Nonprofit,0,0,0,0,0,,
00262100,NEW JERSEY INSTITUTE OF TECHNOLOGY,NJ,071021982,Public,248,297,3399402,465,3399402,,
00262200,KEAN UNIVERSITY,NJ,070837131,Public,676,770,7688275,1493,7688275,,
00262400,OCEAN COUNTY COLLEGE,NJ,087542001,Public,17,17,114864,31,114864,,
00262500,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,NJ,074702152,Public,613,739,7154546,1414,7142117,,
00262600,PRINCETON THEOLOGICAL SEMINARY,NJ,085400803,Private-Nonprofit,0,0,0,0,0,,
00262700,PRINCETON UNIVERSITY,NJ,085440001,Private-Nonprofit,26,26,845297,52,828189,,
00262800,RIDER UNIVERSITY,NJ,086483099,Private-Nonprofit,541,604,10983954,1303,10983954,,
00262900,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,089011281,Public,2892,3014,44040294,5604,43850558,,
00263200,SETON HALL UNIVERSITY,NJ,070792697,Private-Nonprofit,659,821,14037526,1392,14017173,,
00263800,SAINT PETER'S UNIVERSITY,NJ,073065997,Private-Nonprofit,282,302,3707445,572,3707445,,
00263900,STEVENS INSTITUTE OF TECHNOLOGY,NJ,070305370,Private-Nonprofit,218,246,4714545,463,4714545,,
00264200,COLLEGE OF NEW JERSEY (THE),NJ,086280718,Public,318,353,4931552,626,4924552,,
00264300,UNION COUNTY COLLEGE,NJ,070161598,Public,7,7,26327,14,26327,,
00264900,SANTA FE UNIVERSITY OF ART AND DESIGN,NM,875057634,Proprietary,153,172,2310863,324,2310863,,
00265000,UNIVERSITY OF THE SOUTHWEST,NM,882409129,Private-Nonprofit,35,35,212740,65,209740,,
00265100,EASTERN NEW MEXICO UNIVERSITY,NM,881306000,Public,28,30,200374,59,196121,,
00265300,NEW MEXICO HIGHLANDS UNIVERSITY,NM,877014436,Public,12,12,47123,21,47123,,
00265400,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,NM,878014796,Public,24,28,246737,44,246737,,
00265500,NEW MEXICO JUNIOR COLLEGE,NM,882409123,Public,1,1,2450,1,2450,,
00265600,NEW MEXICO MILITARY INSTITUTE,NM,882015173,Public,14,14,84590,25,84590,,
00265700,NEW MEXICO STATE UNIVERSITY,NM,880038001,Public,125,137,1191094,257,1191094,,
00266000,SAN JUAN COLLEGE,NM,874024699,Public,1,1,2500,2,2500,,
00266300,UNIVERSITY OF NEW MEXICO,NM,871310001,Public,124,150,1120207,242,1115707,,
00266400,WESTERN NEW MEXICO UNIVERSITY,NM,880615417,Public,25,30,254895,60,254895,,
00266500,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,NY,113699997,Private-Nonprofit,92,116,1403630,195,1403630,,
00266600,ADELPHI UNIVERSITY,NY,115304299,Private-Nonprofit,715,803,13665399,1458,13636258,,
00266700,DOWLING COLLEGE,NY,117691999,Private-Nonprofit,228,340,4528356,661,4367758,,
00266800,ALFRED UNIVERSITY,NY,148021205,Private-Nonprofit,338,389,3775214,657,3772941,,
00266900,BANK STREET COLLEGE OF EDUCATION,NY,100251898,Private-Nonprofit,0,0,0,0,0,,
00267000,CLARKS SUMMIT UNIVERSITY,PA,184111250,Private-Nonprofit,30,30,253253,56,251686,,
00267100,BARD COLLEGE,NY,125045000,Private-Nonprofit,233,265,4426812,449,4425481,,
00267400,NEW YORK THEOLOGICAL SEMINARY,NY,101150002,Private-Nonprofit,0,0,0,0,0,,
00267700,BROOKLYN LAW SCHOOL,NY,112013798,Private-Nonprofit,0,0,0,0,0,,
00267800,BRYANT & STRATTON COLLEGE,NY,142031713,Proprietary,271,311,1847444,571,1839413,,
00268100,CANISIUS COLLEGE,NY,142081098,Private-Nonprofit,379,411,5152548,754,5139131,,
00268500,CAZENOVIA COLLEGE,NY,130351085,Private-Nonprofit,196,200,2821797,404,2821797,,
00268700,CUNY BROOKLYN COLLEGE,NY,112102814,Public,41,41,410795,79,410795,,
00268800,CITY COLLEGE OF NEW YORK - CUNY,NY,100319198,Public,75,80,909013,161,909013,,
00268900,CUNY HUNTER COLLEGE,NY,100655024,Public,85,92,991702,178,991702,,
00269000,CUNY QUEENS COLLEGE,NY,113671597,Public,45,49,495112,95,495112,,
00269100,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NY,100071047,Public,13,13,97672,24,97672,,
00269200,CUNY BRONX COMMUNITY COLLEGE,NY,104533102,Public,0,0,0,0,0,,
00269300,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NY,100191093,Public,78,86,1011286,172,1011286,,
00269400,KINGSBOROUGH COMMMUNITY COLLEGE/CUNY,NY,112352398,Public,2,2,13500,4,13500,,
00269600,NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW YORK,NY,112012983,Public,10,10,65716,18,64352,,
00269700,QUEENSBOROUGH COMMUNITY COLLEGE-CUNY,NY,113641497,Public,1,1,3000,2,3000,,
00269800,COLLEGE OF STATEN ISLAND/CUNY,NY,103146600,Public,112,123,937101,233,927601,,
00269900,CLARKSON UNIVERSITY,NY,136991403,Private-Nonprofit,445,471,7348333,877,7334556,,
00270000,COLGATE ROCHESTER CROZER DIVINITY SCHOOL,NY,146202589,Private-Nonprofit,0,0,0,0,0,,
00270100,COLGATE UNIVERSITY,NY,133461386,Private-Nonprofit,157,181,4587122,318,4562122,,
00270300,COLLEGE OF MOUNT SAINT VINCENT,NY,104711093,Private-Nonprofit,366,467,5560287,906,5483875,,
00270400,COLLEGE OF NEW ROCHELLE (THE),NY,108052339,Private-Nonprofit,89,100,1024321,198,1018821,,
00270500,COLLEGE OF SAINT ROSE,NY,122031490,Private-Nonprofit,457,560,7030240,947,7030240,,
00270700,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,100270000,Private-Nonprofit,319,369,8201830,653,8201830,,
00270800,BARNARD COLLEGE,NY,100276598,Private-Nonprofit,176,182,4695053,341,4657233,,
00270900,CONCORDIA COLLEGE,NY,107081998,Private-Nonprofit,108,130,1316481,251,1297602,,
00271000,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NY,100037120,Private-Nonprofit,22,24,270469,48,270469,,
00271100,CORNELL UNIVERSITY,NY,148532801,Private-Nonprofit,697,793,15960301,1405,15960301,,
00271200,D'YOUVILLE COLLEGE,NY,142011084,Private-Nonprofit,155,184,1955887,298,1950893,,
00271300,DOMINICAN COLLEGE OF BLAUVELT,NY,109621210,Private-Nonprofit,343,378,4487909,670,4480994,,
00271800,ELMIRA COLLEGE,NY,149012099,Private-Nonprofit,295,342,4686272,642,4666263,,
00272200,FORDHAM UNIVERSITY - ROSE HILL CAMPUS,NY,104585157,Private-Nonprofit,921,1022,24395821,1824,24008118,,
00272600,GENERAL THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH (THE),NY,100112981,Private-Nonprofit,0,0,0,0,0,,
00272800,HAMILTON COLLEGE,NY,133231218,Private-Nonprofit,142,151,3359242,275,3359242,,
00272900,HARTWICK COLLEGE,NY,138204020,Private-Nonprofit,486,502,7972264,932,7944693,,
00273100,HOBART AND WILLIAM SMITH COLLEGES,NY,144563397,Private-Nonprofit,297,355,6379986,558,6379986,,
00273200,HOFSTRA UNIVERSITY,NY,115491010,Private-Nonprofit,1465,1600,37344238,2821,37328687,,
00273400,HOUGHTON COLLEGE,NY,147440128,Private-Nonprofit,146,148,1672872,257,1672872,,
00273500,HILBERT COLLEGE,NY,140751597,Private-Nonprofit,109,117,1234134,208,1234134,,
00273700,IONA COLLEGE,NY,108011890,Private-Nonprofit,657,759,12110326,1337,12108569,,
00273900,ITHACA COLLEGE,NY,148507000,Private-Nonprofit,691,779,14387154,1339,14368275,,
00274000,JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE),NY,100274649,Private-Nonprofit,12,15,324109,27,309826,,
00274100,AMERICAN JEWISH UNIVERSITY,CA,900771599,Private-Nonprofit,9,9,180113,17,180113,,
00274200,JUILLIARD SCHOOL (THE),NY,100236588,Private-Nonprofit,31,32,643615,58,643615,,
00274400,KEUKA COLLEGE,NY,144780000,Private-Nonprofit,164,185,2260296,331,2260296,,
00274800,LE MOYNE COLLEGE,NY,132141399,Private-Nonprofit,386,419,5823422,727,5823422,,
00274900,NEW YORK COLLEGE OF PODIATRIC MEDICINE,NY,100351940,Private-Nonprofit,0,0,0,0,0,,
00275100,LONG ISLAND UNIVERSITY,NY,115481326,Private-Nonprofit,1540,1778,33378854,3459,33172278,,
00275800,MANHATTAN COLLEGE,NY,104714098,Private-Nonprofit,591,646,12082114,1146,12059347,,
00275900,MANHATTAN SCHOOL OF MUSIC,NY,100274689,Private-Nonprofit,59,60,1555649,109,1555649,,
00276000,MANHATTANVILLE COLLEGE,NY,105772132,Private-Nonprofit,288,305,4598820,566,4504010,,
00276300,MARIA COLLEGE,NY,122081798,Private-Nonprofit,11,11,81560,40,81560,,
00276500,MARIST COLLEGE,NY,126011387,Private-Nonprofit,545,615,11440099,1045,11352225,,
00276900,MARYMOUNT MANHATTAN COLLEGE,NY,100214597,Private-Nonprofit,442,484,10898567,878,10898567,,
00277200,MERCY COLLEGE,NY,105221189,Private-Nonprofit,477,554,5516430,1077,5512406,,
00277500,MOLLOY COLLEGE,NY,115701100,Private-Nonprofit,619,706,9006418,1222,8927727,,
00277700,MEDAILLE COLLEGE,NY,142142695,Private-Nonprofit,139,146,1149524,264,1149524,,
00277800,MOUNT SAINT MARY COLLEGE,NY,125503494,Private-Nonprofit,477,518,9093937,1003,9093937,,
00277900,NAZARETH COLLEGE OF ROCHESTER,NY,146183790,Private-Nonprofit,436,493,7819217,858,7819217,,
00278200,NEW YORK INSTITUTE OF TECHNOLOGY,NY,115688000,Private-Nonprofit,716,777,13379357,1363,13379357,,
00278300,NEW YORK LAW SCHOOL,NY,100132960,Private-Nonprofit,0,0,0,0,0,,
00278400,NEW YORK MEDICAL COLLEGE,NY,105951600,Private-Nonprofit,0,0,0,0,0,,
00278500,NEW YORK UNIVERSITY,NY,100121091,Private-Nonprofit,4406,8681,130763889,9094,130715633,,
00278800,NIAGARA UNIVERSITY,NY,141092010,Private-Nonprofit,392,416,5058879,770,5058879,,
00279000,NYACK COLLEGE-ROCKLAND CAMPUS,NY,109603698,Private-Nonprofit,168,179,2239130,359,2151697,,
00279100,PACE UNIVERSITY,NY,100381598,Private-Nonprofit,1936,2327,39141248,4072,39112432,,
00279500,PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,NY,129700000,Private-Nonprofit,212,223,3001493,401,2963264,,
00279800,PRATT INSTITUTE,NY,112053899,Private-Nonprofit,703,746,20112431,1375,19872105,,
00280300,RENSSELAER POLYTECHNIC INSTITUTE,NY,121803590,Private-Nonprofit,447,489,9186056,875,9181250,,
00280500,ROBERTS WESLEYAN COLLEGE,NY,146241997,Private-Nonprofit,195,208,2287173,370,2287173,,
00280600,ROCHESTER INSTITUTE OF TECHNOLOGY,NY,146235608,Private-Nonprofit,1484,1529,25296872,2973,25296872,,
00280800,DAEMEN COLLEGE,NY,142263592,Private-Nonprofit,173,190,1799745,324,1756542,,
00281000,SAGE COLLEGES,NY,121804199,Private-Nonprofit,227,258,2256998,463,2256998,,
00281200,TROCAIRE COLLEGE,NY,142202094,Private-Nonprofit,89,102,829276,199,828597,,
00281300,SARAH LAWRENCE COLLEGE,NY,107085999,Private-Nonprofit,163,186,3795766,323,3795766,,
00281400,SKIDMORE COLLEGE,NY,128661632,Private-Nonprofit,104,119,2687647,219,2687647,,
00281500,SAINT BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY,NY,146183822,Private-Nonprofit,0,0,0,0,0,,
00281600,SIENA COLLEGE,NY,122111462,Private-Nonprofit,425,460,8196414,911,8185914,,
